[WARN] Hardware modules not available - simulation mode
=== RAFT Baseline - Robot 2 [SIM] ===
NO TRUST. Heartbeat timeout only.

  Logging to: logs/raft_2_20260226_000916.jsonl
Initializing hardware...
  Hardware: SIMULATED
[INFO] Position socket listening on port 9102
[INFO] Peer socket listening on port 9202
[INFO] Fault socket listening on port 9302
Ready!

Running RAFT baseline... Press Ctrl+C to stop

[R2] state=follower leader=None term=0 cov=0.0%/0.0%
[RAFT] Starting election, term 1
[RAFT] Became leader, term 1
[R2] state=follower leader=1 term=2 cov=0.5%/0.5%
[R2] state=follower leader=1 term=2 cov=1.0%/6.8%
[R2] state=follower leader=1 term=2 cov=2.1%/12.0%
[R2] state=follower leader=1 term=2 cov=3.1%/16.1%
[R2] state=follower leader=1 term=2 cov=3.6%/19.8%
[R2] state=follower leader=1 term=2 cov=4.7%/23.4%
[R2] state=follower leader=1 term=2 cov=5.2%/25.0%
[R2] state=follower leader=1 term=2 cov=6.2%/28.1%
[R2] state=follower leader=1 term=2 cov=6.8%/31.8%
[R2] state=follower leader=1 term=2 cov=7.8%/35.4%
[R2] state=follower leader=1 term=2 cov=8.3%/35.9%
[R2] state=follower leader=1 term=2 cov=8.3%/35.9%
[R2] state=follower leader=1 term=2 cov=8.3%/35.9%
[R2] state=follower leader=1 term=2 cov=8.3%/35.9%
[R2] state=follower leader=1 term=2 cov=8.3%/35.9%
[R2] state=follower leader=1 term=2 cov=8.3%/35.9%
[R2] state=follower leader=1 term=2 cov=8.3%/35.9%
[R2] state=follower leader=1 term=2 cov=8.3%/35.9%
[R2] state=follower leader=1 term=2 cov=8.3%/35.9%
[R2] state=follower leader=1 term=2 cov=8.3%/35.9%
[R2] state=follower leader=1 term=2 cov=8.3%/35.9%
[R2] state=follower leader=1 term=2 cov=8.3%/35.9%
[R2] state=follower leader=1 term=2 cov=8.3%/35.9%
[R2] state=follower leader=1 term=2 cov=8.3%/36.5%
[R2] state=follower leader=1 term=2 cov=8.9%/37.5%
[R2] state=follower leader=1 term=2 cov=9.9%/40.1%
[R2] state=follower leader=1 term=2 cov=10.4%/42.7%
[R2] state=follower leader=1 term=2 cov=10.9%/45.3%
[R2] state=follower leader=1 term=2 cov=11.5%/49.5%
[R2] state=follower leader=1 term=2 cov=12.0%/52.1%
[R2] state=follower leader=1 term=2 cov=12.5%/54.2%
[R2] state=follower leader=1 term=2 cov=12.5%/54.7%
[R2] state=follower leader=1 term=2 cov=13.0%/57.3%
[R2] state=follower leader=1 term=2 cov=14.1%/61.5%
[R2] state=follower leader=1 term=2 cov=15.1%/64.6%
[R2] state=follower leader=1 term=2 cov=15.6%/66.7%
[R2] state=follower leader=1 term=2 cov=16.1%/70.3%
[R2] state=follower leader=1 term=2 cov=17.2%/74.0%
[R2] state=follower leader=1 term=2 cov=17.7%/78.6%
[R2] state=follower leader=1 term=2 cov=18.8%/83.3%
[R2] state=follower leader=1 term=2 cov=19.8%/87.5%
[R2] state=follower leader=1 term=2 cov=20.8%/92.2%
[R2] state=follower leader=1 term=2 cov=21.9%/95.8%
[R2] state=follower leader=1 term=2 cov=22.9%/97.4%
[R2] state=follower leader=1 term=2 cov=24.0%/99.0%
[R2] state=follower leader=1 term=2 cov=24.5%/100.0%
[R2] state=follower leader=1 term=2 cov=24.5%/100.0%
[R2] state=follower leader=1 term=2 cov=24.5%/100.0%
[R2] state=follower leader=1 term=2 cov=24.5%/100.0%
[R2] state=follower leader=1 term=2 cov=24.5%/100.0%
[R2] state=follower leader=1 term=2 cov=24.5%/100.0%
[R2] state=follower leader=1 term=2 cov=24.5%/100.0%
[R2] state=follower leader=1 term=2 cov=24.5%/100.0%
[R2] state=follower leader=1 term=2 cov=24.5%/100.0%
[R2] state=follower leader=1 term=2 cov=24.5%/100.0%
[R2] state=follower leader=1 term=2 cov=24.5%/100.0%
[R2] state=follower leader=1 term=2 cov=24.5%/100.0%
[R2] state=follower leader=1 term=2 cov=24.5%/100.0%
[R2] state=follower leader=1 term=2 cov=24.5%/100.0%
[R2] state=follower leader=1 term=2 cov=24.5%/100.0%
[R2] state=follower leader=1 term=2 cov=24.5%/100.0%
[R2] state=follower leader=1 term=2 cov=24.5%/100.0%
[R2] state=follower leader=1 term=2 cov=24.5%/100.0%
[R2] state=follower leader=1 term=2 cov=24.5%/100.0%
[R2] state=follower leader=1 term=2 cov=24.5%/100.0%
[R2] state=follower leader=1 term=2 cov=24.5%/100.0%
[R2] state=follower leader=1 term=2 cov=24.5%/100.0%
[R2] state=follower leader=1 term=2 cov=24.5%/100.0%
[R2] state=follower leader=1 term=2 cov=24.5%/100.0%
[R2] state=follower leader=1 term=2 cov=24.5%/100.0%
[R2] state=follower leader=1 term=2 cov=24.5%/100.0%
[R2] state=follower leader=1 term=2 cov=24.5%/100.0%
[R2] state=follower leader=1 term=2 cov=24.5%/100.0%
[R2] state=follower leader=1 term=2 cov=24.5%/100.0%
[R2] state=follower leader=1 term=2 cov=24.5%/100.0%
[R2] state=follower leader=1 term=2 cov=24.5%/100.0%
[R2] state=follower leader=1 term=2 cov=24.5%/100.0%
[R2] state=follower leader=1 term=2 cov=24.5%/100.0%
[R2] state=follower leader=1 term=2 cov=24.5%/100.0%
[R2] state=follower leader=1 term=2 cov=24.5%/100.0%
[R2] state=follower leader=1 term=2 cov=24.5%/100.0%
[R2] state=follower leader=1 term=2 cov=24.5%/100.0%
