[WARN] Hardware modules not available - simulation mode
=== RAFT Baseline - Robot 5 [SIM] ===
NO TRUST. Heartbeat timeout only.

  Logging to: logs/raft_5_20260226_000916.jsonl
Initializing hardware...
  Hardware: SIMULATED
[INFO] Position socket listening on port 9105
[INFO] Peer socket listening on port 9205
[INFO] Fault socket listening on port 9305
Ready!

Running RAFT baseline... Press Ctrl+C to stop

[R5] state=follower leader=None term=0 cov=0.0%/0.0%
[R5] state=follower leader=1 term=2 cov=0.5%/0.5%
[R5] state=follower leader=1 term=2 cov=1.6%/6.8%
[R5] state=follower leader=1 term=2 cov=2.6%/12.0%
[R5] state=follower leader=1 term=2 cov=3.6%/16.1%
[R5] state=follower leader=1 term=2 cov=4.2%/19.8%
[R5] state=follower leader=1 term=2 cov=5.2%/23.4%
[R5] state=follower leader=1 term=2 cov=6.2%/25.0%
[R5] state=follower leader=1 term=2 cov=6.8%/28.1%
[R5] state=follower leader=1 term=2 cov=7.8%/31.8%
[R5] state=follower leader=1 term=2 cov=8.9%/35.4%
[R5] state=follower leader=1 term=2 cov=8.9%/35.9%
[R5] state=follower leader=1 term=2 cov=8.9%/35.9%
[R5] state=follower leader=1 term=2 cov=8.9%/35.9%
[R5] state=follower leader=1 term=2 cov=8.9%/35.9%
[R5] state=follower leader=1 term=2 cov=8.9%/35.9%
[R5] state=follower leader=1 term=2 cov=8.9%/35.9%
[R5] state=follower leader=1 term=2 cov=8.9%/35.9%
[R5] state=follower leader=1 term=2 cov=8.9%/35.9%
[R5] state=follower leader=1 term=2 cov=8.9%/35.9%
[R5] state=follower leader=1 term=2 cov=8.9%/35.9%
[R5] state=follower leader=1 term=2 cov=8.9%/35.9%
[R5] state=follower leader=1 term=2 cov=8.9%/35.9%
[R5] state=follower leader=1 term=2 cov=8.9%/35.9%
[R5] state=follower leader=1 term=2 cov=8.9%/36.5%
[R5] state=follower leader=1 term=2 cov=8.9%/37.5%
[R5] state=follower leader=1 term=2 cov=9.9%/40.1%
[R5] state=follower leader=1 term=2 cov=10.4%/42.7%
[R5] state=follower leader=1 term=2 cov=10.9%/45.3%
[R5] state=follower leader=1 term=2 cov=12.0%/49.5%
[R5] state=follower leader=1 term=2 cov=12.5%/52.1%
[R5] state=follower leader=1 term=2 cov=13.0%/54.2%
[R5] state=follower leader=1 term=2 cov=13.0%/54.7%
[R5] state=follower leader=1 term=2 cov=13.5%/57.3%
[R5] state=follower leader=1 term=2 cov=14.6%/61.5%
[R5] state=follower leader=1 term=2 cov=15.6%/64.6%
[R5] state=follower leader=1 term=2 cov=16.1%/66.7%
[R5] state=follower leader=1 term=2 cov=17.2%/70.3%
[R5] state=follower leader=1 term=2 cov=17.7%/74.0%
[R5] state=follower leader=1 term=2 cov=18.8%/78.6%
[R5] state=follower leader=1 term=2 cov=19.3%/83.3%
[R5] state=follower leader=1 term=2 cov=19.8%/87.5%
[R5] state=follower leader=1 term=2 cov=20.8%/92.2%
[R5] state=follower leader=1 term=2 cov=21.9%/95.8%
[R5] state=follower leader=1 term=2 cov=22.9%/97.4%
[R5] state=follower leader=1 term=2 cov=23.4%/99.0%
[R5] state=follower leader=1 term=2 cov=24.5%/100.0%
[R5] state=follower leader=1 term=2 cov=24.5%/100.0%
[R5] state=follower leader=1 term=2 cov=24.5%/100.0%
[R5] state=follower leader=1 term=2 cov=24.5%/100.0%
[R5] state=follower leader=1 term=2 cov=24.5%/100.0%
[R5] state=follower leader=1 term=2 cov=24.5%/100.0%
[R5] state=follower leader=1 term=2 cov=24.5%/100.0%
[R5] state=follower leader=1 term=2 cov=24.5%/100.0%
[R5] state=follower leader=1 term=2 cov=24.5%/100.0%
[R5] state=follower leader=1 term=2 cov=24.5%/100.0%
[R5] state=follower leader=1 term=2 cov=24.5%/100.0%
[R5] state=follower leader=1 term=2 cov=24.5%/100.0%
[R5] state=follower leader=1 term=2 cov=24.5%/100.0%
[R5] state=follower leader=1 term=2 cov=24.5%/100.0%
[R5] state=follower leader=1 term=2 cov=24.5%/100.0%
[R5] state=follower leader=1 term=2 cov=24.5%/100.0%
[R5] state=follower leader=1 term=2 cov=24.5%/100.0%
[R5] state=follower leader=1 term=2 cov=24.5%/100.0%
[R5] state=follower leader=1 term=2 cov=24.5%/100.0%
[R5] state=follower leader=1 term=2 cov=24.5%/100.0%
[R5] state=follower leader=1 term=2 cov=24.5%/100.0%
[R5] state=follower leader=1 term=2 cov=24.5%/100.0%
[R5] state=follower leader=1 term=2 cov=24.5%/100.0%
[R5] state=follower leader=1 term=2 cov=24.5%/100.0%
[R5] state=follower leader=1 term=2 cov=24.5%/100.0%
[R5] state=follower leader=1 term=2 cov=24.5%/100.0%
[R5] state=follower leader=1 term=2 cov=24.5%/100.0%
[R5] state=follower leader=1 term=2 cov=24.5%/100.0%
[R5] state=follower leader=1 term=2 cov=24.5%/100.0%
[R5] state=follower leader=1 term=2 cov=24.5%/100.0%
[R5] state=follower leader=1 term=2 cov=24.5%/100.0%
[R5] state=follower leader=1 term=2 cov=24.5%/100.0%
[R5] state=follower leader=1 term=2 cov=24.5%/100.0%
[R5] state=follower leader=1 term=2 cov=24.5%/100.0%
[R5] state=follower leader=1 term=2 cov=24.5%/100.0%
[R5] state=follower leader=1 term=2 cov=24.5%/100.0%
[R5] state=follower leader=1 term=2 cov=24.5%/100.0%
