[WARN] Hardware modules not available - simulation mode
=== RAFT Baseline - Robot 4 [SIM] ===
NO TRUST. Heartbeat timeout only.

  Logging to: logs/raft_4_20260226_000916.jsonl
Initializing hardware...
  Hardware: SIMULATED
[INFO] Position socket listening on port 9104
[INFO] Peer socket listening on port 9204
[INFO] Fault socket listening on port 9304
Ready!

Running RAFT baseline... Press Ctrl+C to stop

[R4] state=follower leader=None term=0 cov=0.0%/0.0%
[R4] state=follower leader=1 term=2 cov=0.5%/0.5%
[R4] state=follower leader=1 term=2 cov=1.6%/6.8%
[R4] state=follower leader=1 term=2 cov=2.6%/12.0%
[R4] state=follower leader=1 term=2 cov=3.6%/16.1%
[R4] state=follower leader=1 term=2 cov=4.2%/19.8%
[R4] state=follower leader=1 term=2 cov=5.2%/23.4%
[R4] state=follower leader=1 term=2 cov=5.2%/25.0%
[R4] state=follower leader=1 term=2 cov=5.7%/28.1%
[R4] state=follower leader=1 term=2 cov=6.8%/31.8%
[R4] state=follower leader=1 term=2 cov=7.3%/35.4%
[R4] state=follower leader=1 term=2 cov=7.8%/35.9%
[R4] state=follower leader=1 term=2 cov=7.8%/35.9%
[R4] state=follower leader=1 term=2 cov=7.8%/35.9%
[R4] state=follower leader=1 term=2 cov=7.8%/35.9%
[R4] state=follower leader=1 term=2 cov=7.8%/35.9%
[R4] state=follower leader=1 term=2 cov=7.8%/35.9%
[R4] state=follower leader=1 term=2 cov=7.8%/35.9%
[R4] state=follower leader=1 term=2 cov=7.8%/35.9%
[R4] state=follower leader=1 term=2 cov=7.8%/35.9%
[R4] state=follower leader=1 term=2 cov=7.8%/35.9%
[R4] state=follower leader=1 term=2 cov=7.8%/35.9%
[R4] state=follower leader=1 term=2 cov=7.8%/35.9%
[R4] state=follower leader=1 term=2 cov=7.8%/35.9%
[R4] state=follower leader=1 term=2 cov=7.8%/36.5%
[R4] state=follower leader=1 term=2 cov=8.3%/37.5%
[R4] state=follower leader=1 term=2 cov=9.4%/40.1%
[R4] state=follower leader=1 term=2 cov=9.9%/42.7%
[R4] state=follower leader=1 term=2 cov=10.4%/45.3%
[R4] state=follower leader=1 term=2 cov=10.9%/49.5%
[R4] state=follower leader=1 term=2 cov=11.5%/52.1%
[R4] state=follower leader=1 term=2 cov=12.0%/54.2%
[R4] state=follower leader=1 term=2 cov=12.0%/54.7%
[R4] state=follower leader=1 term=2 cov=12.5%/57.3%
[R4] state=follower leader=1 term=2 cov=13.5%/61.5%
[R4] state=follower leader=1 term=2 cov=14.6%/64.6%
[R4] state=follower leader=1 term=2 cov=15.1%/66.7%
[R4] state=follower leader=1 term=2 cov=16.1%/70.3%
[R4] state=follower leader=1 term=2 cov=16.7%/74.0%
[R4] state=follower leader=1 term=2 cov=17.7%/78.6%
[R4] state=follower leader=1 term=2 cov=18.8%/83.3%
[R4] state=follower leader=1 term=2 cov=19.3%/87.5%
[R4] state=follower leader=1 term=2 cov=20.3%/92.2%
[R4] state=follower leader=1 term=2 cov=21.4%/95.8%
[R4] state=follower leader=1 term=2 cov=22.4%/97.4%
[R4] state=follower leader=1 term=2 cov=22.9%/99.0%
[R4] state=follower leader=1 term=2 cov=24.5%/100.0%
[R4] state=follower leader=1 term=2 cov=25.0%/100.0%
[R4] state=follower leader=1 term=2 cov=25.0%/100.0%
[R4] state=follower leader=1 term=2 cov=25.0%/100.0%
[R4] state=follower leader=1 term=2 cov=25.0%/100.0%
[R4] state=follower leader=1 term=2 cov=25.0%/100.0%
[R4] state=follower leader=1 term=2 cov=25.0%/100.0%
[R4] state=follower leader=1 term=2 cov=25.0%/100.0%
[R4] state=follower leader=1 term=2 cov=25.0%/100.0%
[R4] state=follower leader=1 term=2 cov=25.0%/100.0%
[R4] state=follower leader=1 term=2 cov=25.0%/100.0%
[R4] state=follower leader=1 term=2 cov=25.0%/100.0%
[R4] state=follower leader=1 term=2 cov=25.0%/100.0%
[R4] state=follower leader=1 term=2 cov=25.0%/100.0%
[R4] state=follower leader=1 term=2 cov=25.0%/100.0%
[R4] state=follower leader=1 term=2 cov=25.0%/100.0%
[R4] state=follower leader=1 term=2 cov=25.0%/100.0%
[R4] state=follower leader=1 term=2 cov=25.0%/100.0%
[R4] state=follower leader=1 term=2 cov=25.0%/100.0%
[R4] state=follower leader=1 term=2 cov=25.0%/100.0%
[R4] state=follower leader=1 term=2 cov=25.0%/100.0%
[R4] state=follower leader=1 term=2 cov=25.0%/100.0%
[R4] state=follower leader=1 term=2 cov=25.0%/100.0%
[R4] state=follower leader=1 term=2 cov=25.0%/100.0%
[R4] state=follower leader=1 term=2 cov=25.0%/100.0%
[R4] state=follower leader=1 term=2 cov=25.0%/100.0%
[R4] state=follower leader=1 term=2 cov=25.0%/100.0%
[R4] state=follower leader=1 term=2 cov=25.0%/100.0%
[R4] state=follower leader=1 term=2 cov=25.0%/100.0%
[R4] state=follower leader=1 term=2 cov=25.0%/100.0%
[R4] state=follower leader=1 term=2 cov=25.0%/100.0%
[R4] state=follower leader=1 term=2 cov=25.0%/100.0%
[R4] state=follower leader=1 term=2 cov=25.0%/100.0%
[R4] state=follower leader=1 term=2 cov=25.0%/100.0%
[R4] state=follower leader=1 term=2 cov=25.0%/100.0%
[R4] state=follower leader=1 term=2 cov=25.0%/100.0%
[R4] state=follower leader=1 term=2 cov=25.0%/100.0%
