[WARN] Hardware modules not available - simulation mode
=== RAFT Baseline - Robot 5 [SIM] ===
NO TRUST. Heartbeat timeout only.

  Logging to: logs/raft_5_20260226_211843.jsonl
Initializing hardware...
  Hardware: SIMULATED
[INFO] Position socket listening on port 11105
[INFO] Peer socket listening on port 11205
[INFO] Fault socket listening on port 11305
Ready!

Running RAFT baseline... Press Ctrl+C to stop

[R5] state=follower leader=None term=0 cov=0.0%/0.0%
[R5] state=follower leader=2 term=1 cov=0.5%/2.6%
[R5] state=follower leader=2 term=1 cov=0.5%/2.6%
[R5] state=follower leader=2 term=1 cov=0.5%/2.6%
[R5] state=follower leader=2 term=1 cov=2.1%/9.9%
[R5] state=follower leader=2 term=1 cov=4.7%/19.3%
[R5] state=follower leader=2 term=1 cov=6.8%/29.7%
[R5] state=follower leader=2 term=1 cov=8.3%/38.5%
[R5] state=follower leader=2 term=1 cov=9.4%/43.2%
[R5] state=follower leader=2 term=1 cov=9.4%/44.8%
[R5] state=follower leader=2 term=1 cov=9.4%/44.8%
[R5] state=follower leader=2 term=1 cov=9.9%/46.4%
[R5] state=follower leader=2 term=1 cov=9.9%/46.4%
[R5] state=follower leader=2 term=1 cov=9.9%/46.4%
[R5] state=follower leader=2 term=1 cov=9.9%/46.4%
[R5] state=follower leader=2 term=1 cov=9.9%/46.4%
[R5] state=follower leader=2 term=1 cov=9.9%/46.4%
[R5] state=follower leader=2 term=1 cov=9.9%/46.4%
[R5] state=follower leader=2 term=1 cov=9.9%/46.4%
[R5] state=follower leader=2 term=1 cov=9.9%/46.4%
[R5] state=follower leader=2 term=1 cov=10.4%/47.9%
[R5] state=follower leader=2 term=1 cov=10.4%/48.4%
[R5] state=follower leader=2 term=1 cov=10.4%/48.4%
[R5] state=follower leader=2 term=1 cov=10.4%/50.0%
[R5] state=follower leader=2 term=1 cov=10.4%/50.5%
[R5] state=follower leader=2 term=1 cov=10.4%/51.6%
[R5] state=follower leader=2 term=1 cov=10.4%/52.1%
[R5] state=follower leader=2 term=1 cov=10.4%/52.1%
[R5] state=follower leader=2 term=1 cov=10.4%/52.1%
[R5] state=follower leader=2 term=1 cov=10.4%/52.1%
[R5] state=follower leader=2 term=1 cov=10.4%/52.1%
[R5] state=follower leader=2 term=1 cov=10.4%/52.1%
[R5] state=follower leader=2 term=1 cov=10.4%/52.1%
[R5] state=follower leader=2 term=1 cov=10.4%/53.1%
[R5] state=follower leader=2 term=1 cov=10.4%/53.1%
[R5] state=follower leader=2 term=1 cov=10.4%/53.1%
[R5] state=follower leader=2 term=1 cov=10.4%/53.1%
[R5] state=follower leader=2 term=1 cov=10.4%/53.6%
[R5] state=follower leader=2 term=1 cov=10.4%/53.6%
[R5] state=follower leader=2 term=1 cov=10.4%/53.6%
[R5] state=follower leader=2 term=1 cov=10.4%/53.6%
[R5] state=follower leader=2 term=1 cov=10.4%/53.6%
[R5] state=follower leader=2 term=1 cov=10.4%/53.6%
[R5] state=follower leader=2 term=1 cov=10.4%/53.6%
[R5] state=follower leader=2 term=1 cov=10.4%/53.6%
[R5] state=follower leader=2 term=1 cov=10.4%/53.6%
[R5] state=follower leader=2 term=1 cov=10.4%/53.6%
[R5] state=follower leader=2 term=1 cov=10.4%/53.6%
[R5] state=follower leader=2 term=1 cov=10.4%/53.6%
[R5] state=follower leader=2 term=1 cov=10.4%/53.6%
[R5] state=follower leader=2 term=1 cov=10.4%/53.6%
[R5] state=follower leader=2 term=1 cov=10.4%/53.6%
[R5] state=follower leader=2 term=1 cov=10.4%/53.6%
[R5] state=follower leader=2 term=1 cov=10.4%/53.6%
[R5] state=follower leader=2 term=1 cov=10.4%/53.6%
[R5] state=follower leader=2 term=1 cov=10.4%/53.6%
[R5] state=follower leader=2 term=1 cov=10.4%/53.6%
[R5] state=follower leader=2 term=1 cov=10.4%/53.6%
[R5] state=follower leader=2 term=1 cov=10.4%/53.6%
[R5] state=follower leader=2 term=1 cov=10.4%/53.6%
[R5] state=follower leader=2 term=1 cov=10.4%/53.6%
[R5] state=follower leader=2 term=1 cov=10.4%/53.6%
[R5] state=follower leader=2 term=1 cov=10.4%/53.6%
[R5] state=follower leader=2 term=1 cov=10.4%/53.6%
[R5] state=follower leader=2 term=1 cov=10.4%/53.6%
[R5] state=follower leader=2 term=1 cov=10.4%/53.6%
[R5] state=follower leader=2 term=1 cov=10.4%/53.6%
[R5] state=follower leader=2 term=1 cov=10.4%/53.6%
[R5] state=follower leader=2 term=1 cov=10.4%/53.6%
[R5] state=follower leader=2 term=1 cov=10.4%/53.6%
[R5] state=follower leader=2 term=1 cov=10.4%/53.6%
[R5] state=follower leader=2 term=1 cov=10.4%/53.6%
[R5] state=follower leader=2 term=1 cov=10.4%/53.6%
[R5] state=follower leader=2 term=1 cov=10.4%/53.6%
[R5] state=follower leader=2 term=1 cov=10.4%/53.6%
