[WARN] Hardware modules not available - simulation mode
=== RAFT Baseline - Robot 3 [SIM] ===
NO TRUST. Heartbeat timeout only.

  Logging to: logs/raft_3_20260226_211843.jsonl
Initializing hardware...
  Hardware: SIMULATED
[INFO] Position socket listening on port 11103
[INFO] Peer socket listening on port 11203
[INFO] Fault socket listening on port 11303
Ready!

Running RAFT baseline... Press Ctrl+C to stop

[R3] state=follower leader=None term=0 cov=0.0%/0.0%
[R3] state=follower leader=2 term=1 cov=0.5%/1.6%
[R3] state=follower leader=2 term=1 cov=0.5%/2.6%
[R3] state=follower leader=2 term=1 cov=0.5%/2.6%
[R3] state=follower leader=2 term=1 cov=1.6%/7.8%
[R3] state=follower leader=2 term=1 cov=4.2%/18.2%
[R3] state=follower leader=2 term=1 cov=6.8%/27.6%
[R3] state=follower leader=2 term=1 cov=9.4%/37.0%
[R3] state=follower leader=2 term=1 cov=10.9%/43.2%
[R3] state=follower leader=2 term=1 cov=11.5%/44.8%
[R3] state=follower leader=2 term=1 cov=11.5%/44.8%
[R3] state=follower leader=2 term=1 cov=12.0%/46.4%
[R3] state=follower leader=2 term=1 cov=12.0%/46.4%
[R3] state=follower leader=2 term=1 cov=12.0%/46.4%
[R3] state=follower leader=2 term=1 cov=12.0%/46.4%
[R3] state=follower leader=2 term=1 cov=12.0%/46.4%
[R3] state=follower leader=2 term=1 cov=12.0%/46.4%
[R3] state=follower leader=2 term=1 cov=12.0%/46.4%
[R3] state=follower leader=2 term=1 cov=12.0%/46.4%
[R3] state=follower leader=2 term=1 cov=12.0%/46.4%
[R3] state=follower leader=2 term=1 cov=12.5%/47.9%
[R3] state=follower leader=2 term=1 cov=12.5%/48.4%
[R3] state=follower leader=2 term=1 cov=12.5%/48.4%
[R3] state=follower leader=2 term=1 cov=13.0%/50.0%
[R3] state=follower leader=2 term=1 cov=13.5%/50.5%
[R3] state=follower leader=2 term=1 cov=14.1%/51.6%
[R3] state=follower leader=2 term=1 cov=14.1%/52.1%
[R3] state=follower leader=2 term=1 cov=14.1%/52.1%
[R3] state=follower leader=2 term=1 cov=14.1%/52.1%
[R3] state=follower leader=2 term=1 cov=14.1%/52.1%
[R3] state=follower leader=2 term=1 cov=14.1%/52.1%
[R3] state=follower leader=2 term=1 cov=14.6%/52.1%
[R3] state=follower leader=2 term=1 cov=15.1%/52.1%
[R3] state=follower leader=2 term=1 cov=17.7%/53.1%
[R3] state=follower leader=2 term=1 cov=17.7%/53.1%
[R3] state=follower leader=2 term=1 cov=17.7%/53.1%
[R3] state=follower leader=2 term=1 cov=17.7%/53.1%
[R3] state=follower leader=2 term=1 cov=17.7%/53.6%
[R3] state=follower leader=2 term=1 cov=17.7%/53.6%
[R3] state=follower leader=2 term=1 cov=17.7%/53.6%
[R3] state=follower leader=2 term=1 cov=17.7%/53.6%
[R3] state=follower leader=2 term=1 cov=17.7%/53.6%
[R3] state=follower leader=2 term=1 cov=17.7%/53.6%
[R3] state=follower leader=2 term=1 cov=17.7%/53.6%
[R3] state=follower leader=2 term=1 cov=17.7%/53.6%
[R3] state=follower leader=2 term=1 cov=17.7%/53.6%
[R3] state=follower leader=2 term=1 cov=17.7%/53.6%
[R3] state=follower leader=2 term=1 cov=17.7%/53.6%
[R3] state=follower leader=2 term=1 cov=17.7%/53.6%
[R3] state=follower leader=2 term=1 cov=17.7%/53.6%
[R3] state=follower leader=2 term=1 cov=17.7%/53.6%
[R3] state=follower leader=2 term=1 cov=17.7%/53.6%
[R3] state=follower leader=2 term=1 cov=17.7%/53.6%
[R3] state=follower leader=2 term=1 cov=17.7%/53.6%
[R3] state=follower leader=2 term=1 cov=17.7%/53.6%
[R3] state=follower leader=2 term=1 cov=17.7%/53.6%
[R3] state=follower leader=2 term=1 cov=17.7%/53.6%
[R3] state=follower leader=2 term=1 cov=17.7%/53.6%
[R3] state=follower leader=2 term=1 cov=17.7%/53.6%
[R3] state=follower leader=2 term=1 cov=17.7%/53.6%
[R3] state=follower leader=2 term=1 cov=17.7%/53.6%
[R3] state=follower leader=2 term=1 cov=17.7%/53.6%
[R3] state=follower leader=2 term=1 cov=17.7%/53.6%
[R3] state=follower leader=2 term=1 cov=17.7%/53.6%
[R3] state=follower leader=2 term=1 cov=17.7%/53.6%
[R3] state=follower leader=2 term=1 cov=17.7%/53.6%
[R3] state=follower leader=2 term=1 cov=17.7%/53.6%
[R3] state=follower leader=2 term=1 cov=17.7%/53.6%
[R3] state=follower leader=2 term=1 cov=17.7%/53.6%
[R3] state=follower leader=2 term=1 cov=17.7%/53.6%
[R3] state=follower leader=2 term=1 cov=17.7%/53.6%
[R3] state=follower leader=2 term=1 cov=17.7%/53.6%
[R3] state=follower leader=2 term=1 cov=17.7%/53.6%
[R3] state=follower leader=2 term=1 cov=17.7%/53.6%
[R3] state=follower leader=2 term=1 cov=17.7%/53.6%
