[WARN] Hardware modules not available - running in simulation mode
=== REIP Node - Robot 3 [SIM (unique ports)] ===
Trust Model: Three-tier confidence-weighted
  Personal: 1.0, ToF: 1.0, Peer: 0.3
  Suspicion threshold: 1.5, Recovery: 0.1

  Logging to: logs/robot_3_20260226_213409.jsonl
Initializing hardware...
  Hardware: SIMULATED
[INFO] Position socket listening on port 26103
[INFO] Peer socket listening on port 26203
[INFO] Fault socket listening on port 26303
Ready!

=== DECENTRALIZED MODE - No leader coordination ===
=== Detection Bounds: T1=2 cmds, T3=8 cmds | Impeachment: T1=8 cmds, T3=32 cmds ===
Running... Press Ctrl+C to stop

[R3] pos=(0,0) state=exploring leader=None trust=1.00 susp=0.00 cov=0.0%/0.0%
[R3] pos=(467,236) state=exploring leader=None trust=1.00 susp=0.00 cov=0.5%/0.5%
[R3] pos=(276,75) state=exploring leader=None trust=1.00 susp=0.00 cov=3.6%/17.2%
[R3] pos=(384,387) state=exploring leader=None trust=1.00 susp=0.00 cov=7.3%/30.7%
[R3] pos=(688,210) state=exploring leader=None trust=1.00 susp=0.00 cov=9.9%/42.7%
[R3] pos=(916,75) state=exploring leader=None trust=1.00 susp=0.00 cov=12.5%/49.0%
[R3] pos=(925,704) state=exploring leader=None trust=1.00 susp=0.00 cov=14.6%/49.5%
[R3] pos=(1056,1353) state=exploring leader=None trust=1.00 susp=0.00 cov=18.2%/51.0%
[R3] pos=(1172,1310) state=exploring leader=None trust=1.00 susp=0.00 cov=19.3%/53.1%
[R3] pos=(1306,872) state=exploring leader=None trust=1.00 susp=0.00 cov=21.9%/60.9%
[R3] pos=(1389,338) state=exploring leader=None trust=1.00 susp=0.00 cov=25.5%/70.3%
[R3] pos=(1448,561) state=exploring leader=None trust=1.00 susp=0.00 cov=27.6%/77.1%
[R3] pos=(1775,892) state=exploring leader=None trust=1.00 susp=0.00 cov=31.8%/86.5%
[R3] pos=(1562,1159) state=exploring leader=None trust=1.00 susp=0.00 cov=34.9%/92.7%
[R3] pos=(1892,1224) state=exploring leader=None trust=1.00 susp=0.00 cov=39.1%/99.0%
[R3] pos=(1925,1307) state=exploring leader=None trust=1.00 susp=0.00 cov=39.6%/100.0%
[R3] pos=(1925,1307) state=exploring leader=None trust=1.00 susp=0.00 cov=39.6%/100.0%
[R3] pos=(1925,1307) state=exploring leader=None trust=1.00 susp=0.00 cov=39.6%/100.0%
[R3] pos=(1925,1307) state=exploring leader=None trust=1.00 susp=0.00 cov=39.6%/100.0%
[R3] pos=(1925,1307) state=exploring leader=None trust=1.00 susp=0.00 cov=39.6%/100.0%
[R3] pos=(1925,1307) state=exploring leader=None trust=1.00 susp=0.00 cov=39.6%/100.0%
[R3] pos=(1925,1307) state=exploring leader=None trust=1.00 susp=0.00 cov=39.6%/100.0%
[R3] pos=(1925,1307) state=exploring leader=None trust=1.00 susp=0.00 cov=39.6%/100.0%
[R3] pos=(1925,1307) state=exploring leader=None trust=1.00 susp=0.00 cov=39.6%/100.0%
[R3] pos=(1925,1307) state=exploring leader=None trust=1.00 susp=0.00 cov=39.6%/100.0%
[R3] pos=(1925,1307) state=exploring leader=None trust=1.00 susp=0.00 cov=39.6%/100.0%
[R3] pos=(1925,1307) state=exploring leader=None trust=1.00 susp=0.00 cov=39.6%/100.0%
[R3] pos=(1925,1307) state=exploring leader=None trust=1.00 susp=0.00 cov=39.6%/100.0%
[R3] pos=(1925,1307) state=exploring leader=None trust=1.00 susp=0.00 cov=39.6%/100.0%
[R3] pos=(1925,1307) state=exploring leader=None trust=1.00 susp=0.00 cov=39.6%/100.0%
[R3] pos=(1925,1307) state=exploring leader=None trust=1.00 susp=0.00 cov=39.6%/100.0%
[R3] pos=(1925,1307) state=exploring leader=None trust=1.00 susp=0.00 cov=39.6%/100.0%
[R3] pos=(1925,1307) state=exploring leader=None trust=1.00 susp=0.00 cov=39.6%/100.0%
[R3] pos=(1925,1307) state=exploring leader=None trust=1.00 susp=0.00 cov=39.6%/100.0%
[R3] pos=(1925,1307) state=exploring leader=None trust=1.00 susp=0.00 cov=39.6%/100.0%
