[WARN] Hardware modules not available - running in simulation mode
=== REIP Node - Robot 1 [SIM (unique ports)] ===
Trust Model: Three-tier confidence-weighted
  Personal: 1.0, ToF: 1.0, Peer: 0.3
  Suspicion threshold: 1.5, Recovery: 0.1

  Logging to: logs/robot_1_20260226_002302.jsonl
Initializing hardware...
  Hardware: SIMULATED
[INFO] Position socket listening on port 17101
[INFO] Peer socket listening on port 17201
[INFO] Fault socket listening on port 17301
Ready!

=== Detection Bounds: T1=2 cmds, T3=8 cmds | Impeachment: T1=8 cmds, T3=32 cmds ===
Running... Press Ctrl+C to stop

[ELECTION] New leader: 1
[R1] pos=(0,0) state=leader leader=1 trust=1.00 susp=0.00 cov=0.0%/0.0%
[R1] pos=(573,1061) state=leader leader=1 trust=1.00 susp=0.00 cov=0.5%/0.5%
[R1] pos=(668,970) state=leader leader=1 trust=1.00 susp=0.00 cov=1.6%/7.8%
[R1] pos=(794,1009) state=leader leader=1 trust=1.00 susp=0.00 cov=2.6%/13.0%
[R1] pos=(1005,940) state=leader leader=1 trust=1.00 susp=0.00 cov=4.2%/18.2%
[R1] pos=(1179,931) state=leader leader=1 trust=1.00 susp=0.00 cov=4.7%/22.4%
[R1] pos=(1311,837) state=leader leader=1 trust=1.00 susp=0.00 cov=5.7%/27.1%
[R1] pos=(1479,778) state=leader leader=1 trust=1.00 susp=0.00 cov=6.2%/31.2%
[R1] pos=(1591,794) state=leader leader=1 trust=1.00 susp=0.00 cov=7.8%/37.0%
[R1] pos=(1757,697) state=leader leader=1 trust=1.00 susp=0.00 cov=9.4%/42.7%
[R1] pos=(1912,783) state=leader leader=1 trust=1.00 susp=0.00 cov=10.4%/47.9%
[R1] pos=(1901,582) state=leader leader=1 trust=1.00 susp=0.00 cov=11.5%/53.1%
[R1] pos=(1889,449) state=leader leader=1 trust=1.00 susp=0.00 cov=13.0%/58.3%
[R1] pos=(1826,292) state=leader leader=1 trust=1.00 susp=0.00 cov=14.1%/62.5%
[R1] pos=(1922,144) state=leader leader=1 trust=1.00 susp=0.00 cov=15.1%/67.2%
[R1] pos=(1730,75) state=leader leader=1 trust=1.00 susp=0.00 cov=16.7%/71.4%
[R1] pos=(1619,156) state=leader leader=1 trust=1.00 susp=0.00 cov=17.7%/74.0%
[FAULT] Motor fault injected: spin
[R1] pos=(1439,187) state=leader leader=1 trust=1.00 susp=0.00 cov=18.2%/78.6%
[R1] pos=(1439,187) state=leader leader=1 trust=1.00 susp=0.00 cov=18.2%/81.8%
[R1] pos=(1415,181) state=leader leader=1 trust=1.00 susp=0.00 cov=18.2%/84.9%
[R1] pos=(1172,121) state=leader leader=1 trust=1.00 susp=0.00 cov=19.8%/88.0%
[R1] pos=(1027,87) state=leader leader=1 trust=1.00 susp=0.00 cov=20.8%/92.2%
[R1] pos=(1245,140) state=leader leader=1 trust=1.00 susp=0.00 cov=20.8%/94.3%
[R1] pos=(1440,188) state=leader leader=1 trust=1.00 susp=0.00 cov=20.8%/95.8%
[R1] pos=(1440,188) state=leader leader=1 trust=1.00 susp=0.00 cov=20.8%/96.9%
[R1] pos=(1445,212) state=leader leader=1 trust=1.00 susp=0.00 cov=20.8%/96.9%
[R1] pos=(1499,457) state=leader leader=1 trust=1.00 susp=0.00 cov=21.9%/96.9%
[R1] pos=(1547,676) state=leader leader=1 trust=1.00 susp=0.00 cov=22.9%/97.9%
[R1] pos=(1601,920) state=leader leader=1 trust=1.00 susp=0.00 cov=23.4%/100.0%
[R1] pos=(1649,1140) state=leader leader=1 trust=1.00 susp=0.00 cov=25.0%/100.0%
[R1] pos=(1649,1140) state=leader leader=1 trust=1.00 susp=0.00 cov=25.5%/100.0%
[R1] pos=(1595,896) state=leader leader=1 trust=1.00 susp=0.00 cov=25.5%/100.0%
[R1] pos=(1546,676) state=leader leader=1 trust=1.00 susp=0.00 cov=25.5%/100.0%
[R1] pos=(1492,432) state=leader leader=1 trust=1.00 susp=0.00 cov=25.5%/100.0%
[R1] pos=(1438,188) state=leader leader=1 trust=1.00 susp=0.00 cov=25.5%/100.0%
[R1] pos=(1438,188) state=leader leader=1 trust=1.00 susp=0.00 cov=25.5%/100.0%
[R1] pos=(1438,188) state=leader leader=1 trust=1.00 susp=0.00 cov=25.5%/100.0%
[R1] pos=(1438,188) state=leader leader=1 trust=1.00 susp=0.00 cov=25.5%/100.0%
[R1] pos=(1438,188) state=leader leader=1 trust=1.00 susp=0.00 cov=25.5%/100.0%
[R1] pos=(1438,188) state=leader leader=1 trust=1.00 susp=0.00 cov=25.5%/100.0%
[R1] pos=(1438,188) state=leader leader=1 trust=1.00 susp=0.00 cov=25.5%/100.0%
[R1] pos=(1438,188) state=leader leader=1 trust=1.00 susp=0.00 cov=25.5%/100.0%
[R1] pos=(1438,188) state=leader leader=1 trust=1.00 susp=0.00 cov=25.5%/100.0%
[R1] pos=(1438,188) state=leader leader=1 trust=1.00 susp=0.00 cov=25.5%/100.0%
[R1] pos=(1438,188) state=leader leader=1 trust=1.00 susp=0.00 cov=25.5%/100.0%
[R1] pos=(1438,188) state=leader leader=1 trust=1.00 susp=0.00 cov=25.5%/100.0%
[R1] pos=(1438,188) state=leader leader=1 trust=1.00 susp=0.00 cov=25.5%/100.0%
[R1] pos=(1438,188) state=leader leader=1 trust=1.00 susp=0.00 cov=25.5%/100.0%
[R1] pos=(1438,188) state=leader leader=1 trust=1.00 susp=0.00 cov=25.5%/100.0%
[R1] pos=(1438,188) state=leader leader=1 trust=1.00 susp=0.00 cov=25.5%/100.0%
[R1] pos=(1438,188) state=leader leader=1 trust=1.00 susp=0.00 cov=25.5%/100.0%
[R1] pos=(1438,188) state=leader leader=1 trust=1.00 susp=0.00 cov=25.5%/100.0%
[R1] pos=(1438,188) state=leader leader=1 trust=1.00 susp=0.00 cov=25.5%/100.0%
[R1] pos=(1438,188) state=leader leader=1 trust=1.00 susp=0.00 cov=25.5%/100.0%
[R1] pos=(1438,188) state=leader leader=1 trust=1.00 susp=0.00 cov=25.5%/100.0%
[R1] pos=(1438,188) state=leader leader=1 trust=1.00 susp=0.00 cov=25.5%/100.0%
[R1] pos=(1438,188) state=leader leader=1 trust=1.00 susp=0.00 cov=25.5%/100.0%
[R1] pos=(1438,188) state=leader leader=1 trust=1.00 susp=0.00 cov=25.5%/100.0%
[R1] pos=(1438,188) state=leader leader=1 trust=1.00 susp=0.00 cov=25.5%/100.0%
[R1] pos=(1438,188) state=leader leader=1 trust=1.00 susp=0.00 cov=25.5%/100.0%
[R1] pos=(1438,188) state=leader leader=1 trust=1.00 susp=0.00 cov=25.5%/100.0%
[R1] pos=(1438,188) state=leader leader=1 trust=1.00 susp=0.00 cov=25.5%/100.0%
[R1] pos=(1438,188) state=leader leader=1 trust=1.00 susp=0.00 cov=25.5%/100.0%
[R1] pos=(1438,188) state=leader leader=1 trust=1.00 susp=0.00 cov=25.5%/100.0%
[R1] pos=(1438,188) state=leader leader=1 trust=1.00 susp=0.00 cov=25.5%/100.0%
[R1] pos=(1438,188) state=leader leader=1 trust=1.00 susp=0.00 cov=25.5%/100.0%
[R1] pos=(1438,188) state=leader leader=1 trust=1.00 susp=0.00 cov=25.5%/100.0%
[R1] pos=(1438,188) state=leader leader=1 trust=1.00 susp=0.00 cov=25.5%/100.0%
[R1] pos=(1438,188) state=leader leader=1 trust=1.00 susp=0.00 cov=25.5%/100.0%
[R1] pos=(1438,188) state=leader leader=1 trust=1.00 susp=0.00 cov=25.5%/100.0%
[R1] pos=(1438,188) state=leader leader=1 trust=1.00 susp=0.00 cov=25.5%/100.0%
[R1] pos=(1438,188) state=leader leader=1 trust=1.00 susp=0.00 cov=25.5%/100.0%
[R1] pos=(1438,188) state=leader leader=1 trust=1.00 susp=0.00 cov=25.5%/100.0%
[R1] pos=(1438,188) state=leader leader=1 trust=1.00 susp=0.00 cov=25.5%/100.0%
[R1] pos=(1438,188) state=leader leader=1 trust=1.00 susp=0.00 cov=25.5%/100.0%
[R1] pos=(1438,188) state=leader leader=1 trust=1.00 susp=0.00 cov=25.5%/100.0%
[R1] pos=(1438,188) state=leader leader=1 trust=1.00 susp=0.00 cov=25.5%/100.0%
[R1] pos=(1438,188) state=leader leader=1 trust=1.00 susp=0.00 cov=25.5%/100.0%
[R1] pos=(1438,188) state=leader leader=1 trust=1.00 susp=0.00 cov=25.5%/100.0%
[R1] pos=(1438,188) state=leader leader=1 trust=1.00 susp=0.00 cov=25.5%/100.0%
[R1] pos=(1438,188) state=leader leader=1 trust=1.00 susp=0.00 cov=25.5%/100.0%
[R1] pos=(1438,188) state=leader leader=1 trust=1.00 susp=0.00 cov=25.5%/100.0%
[R1] pos=(1438,188) state=leader leader=1 trust=1.00 susp=0.00 cov=25.5%/100.0%
[R1] pos=(1438,188) state=leader leader=1 trust=1.00 susp=0.00 cov=25.5%/100.0%
[R1] pos=(1438,188) state=leader leader=1 trust=1.00 susp=0.00 cov=25.5%/100.0%
[R1] pos=(1438,188) state=leader leader=1 trust=1.00 susp=0.00 cov=25.5%/100.0%
