[WARN] Hardware modules not available - simulation mode
=== RAFT Baseline - Robot 2 [SIM] ===
NO TRUST. Heartbeat timeout only.

  Logging to: logs/raft_2_20260226_000651.jsonl
Initializing hardware...
  Hardware: SIMULATED
[INFO] Position socket listening on port 9102
[INFO] Peer socket listening on port 9202
[INFO] Fault socket listening on port 9302
Ready!

Running RAFT baseline... Press Ctrl+C to stop

[R2] state=follower leader=None term=0 cov=0.0%/0.0%
[R2] state=follower leader=1 term=1 cov=0.5%/2.1%
[R2] state=follower leader=1 term=1 cov=0.5%/2.1%
[R2] state=follower leader=1 term=1 cov=0.5%/2.1%
[R2] state=follower leader=1 term=1 cov=0.5%/2.1%
[R2] state=follower leader=1 term=1 cov=0.5%/2.1%
[R2] state=follower leader=1 term=1 cov=0.5%/2.1%
[R2] state=follower leader=1 term=1 cov=0.5%/2.1%
[R2] state=follower leader=1 term=1 cov=1.0%/4.2%
[R2] state=follower leader=1 term=1 cov=1.6%/6.2%
[R2] state=follower leader=1 term=1 cov=2.1%/9.4%
[R2] state=follower leader=1 term=1 cov=2.6%/11.5%
[R2] state=follower leader=1 term=1 cov=2.6%/11.5%
[R2] state=follower leader=1 term=1 cov=2.6%/11.5%
[R2] state=follower leader=1 term=1 cov=2.6%/11.5%
[R2] state=follower leader=1 term=1 cov=2.6%/11.5%
[R2] state=follower leader=1 term=1 cov=2.6%/11.5%
[R2] state=follower leader=1 term=1 cov=2.6%/11.5%
[R2] state=follower leader=1 term=1 cov=2.6%/12.0%
[R2] state=follower leader=1 term=1 cov=2.6%/15.1%
[R2] state=follower leader=1 term=1 cov=2.6%/16.7%
[R2] state=follower leader=1 term=1 cov=3.1%/17.2%
[R2] state=follower leader=1 term=1 cov=3.1%/18.2%
[R2] state=follower leader=1 term=1 cov=3.1%/18.8%
[R2] state=follower leader=1 term=1 cov=4.2%/19.8%
[R2] state=follower leader=1 term=1 cov=4.2%/20.3%
[R2] state=follower leader=1 term=1 cov=4.2%/20.3%
[R2] state=follower leader=1 term=1 cov=4.2%/20.3%
[R2] state=follower leader=1 term=1 cov=4.2%/20.3%
[R2] state=follower leader=1 term=1 cov=4.2%/20.3%
[R2] state=follower leader=1 term=1 cov=4.2%/20.3%
[R2] state=follower leader=1 term=1 cov=4.2%/20.3%
[R2] state=follower leader=1 term=1 cov=4.2%/20.3%
[R2] state=follower leader=1 term=1 cov=4.2%/20.3%
[R2] state=follower leader=1 term=1 cov=4.2%/20.3%
[R2] state=follower leader=1 term=1 cov=4.2%/20.3%
[R2] state=follower leader=1 term=1 cov=4.2%/20.3%
[R2] state=follower leader=1 term=1 cov=4.2%/20.3%
[R2] state=follower leader=1 term=1 cov=4.2%/20.3%
[R2] state=follower leader=1 term=1 cov=4.2%/20.3%
[R2] state=follower leader=1 term=1 cov=4.2%/20.3%
[R2] state=follower leader=1 term=1 cov=4.2%/20.3%
[R2] state=follower leader=1 term=1 cov=4.2%/20.3%
[R2] state=follower leader=1 term=1 cov=4.7%/20.8%
[R2] state=follower leader=1 term=1 cov=4.7%/20.8%
[R2] state=follower leader=1 term=1 cov=4.7%/20.8%
[R2] state=follower leader=1 term=1 cov=4.7%/20.8%
[R2] state=follower leader=1 term=1 cov=4.7%/21.4%
[R2] state=follower leader=1 term=1 cov=4.7%/21.4%
[R2] state=follower leader=1 term=1 cov=4.7%/21.4%
[R2] state=follower leader=1 term=1 cov=4.7%/21.4%
[R2] state=follower leader=1 term=1 cov=4.7%/21.4%
[R2] state=follower leader=1 term=1 cov=4.7%/21.4%
[R2] state=follower leader=1 term=1 cov=4.7%/21.4%
[R2] state=follower leader=1 term=1 cov=4.7%/21.4%
[R2] state=follower leader=1 term=1 cov=4.7%/21.4%
[R2] state=follower leader=1 term=1 cov=4.7%/21.4%
[R2] state=follower leader=1 term=1 cov=4.7%/21.4%
[R2] state=follower leader=1 term=1 cov=4.7%/21.4%
[R2] state=follower leader=1 term=1 cov=5.7%/21.9%
[R2] state=follower leader=1 term=1 cov=5.7%/21.9%
[R2] state=follower leader=1 term=1 cov=5.7%/21.9%
[R2] state=follower leader=1 term=1 cov=5.7%/21.9%
[R2] state=follower leader=1 term=1 cov=5.7%/21.9%
[R2] state=follower leader=1 term=1 cov=5.7%/21.9%
[R2] state=follower leader=1 term=1 cov=5.7%/21.9%
[R2] state=follower leader=1 term=1 cov=5.7%/21.9%
[R2] state=follower leader=1 term=1 cov=5.7%/21.9%
[R2] state=follower leader=1 term=1 cov=5.7%/21.9%
[R2] state=follower leader=1 term=1 cov=5.7%/21.9%
[R2] state=follower leader=1 term=1 cov=5.7%/21.9%
[R2] state=follower leader=1 term=1 cov=5.7%/21.9%
