[WARN] Hardware modules not available - simulation mode
=== RAFT Baseline - Robot 1 [SIM] ===
NO TRUST. Heartbeat timeout only.

  Logging to: logs/raft_1_20260226_194751.jsonl
Initializing hardware...
  Hardware: SIMULATED
[INFO] Position socket listening on port 7101
[INFO] Peer socket listening on port 7201
[INFO] Fault socket listening on port 7301
Ready!

Running RAFT baseline... Press Ctrl+C to stop

[R1] state=follower leader=None term=0 cov=0.0%/0.0%
[R1] state=follower leader=2 term=1 cov=0.5%/2.6%
[R1] state=follower leader=2 term=1 cov=2.6%/13.0%
[R1] state=follower leader=2 term=1 cov=4.7%/22.9%
[R1] state=follower leader=2 term=1 cov=6.8%/29.2%
[R1] state=follower leader=2 term=1 cov=7.8%/37.5%
[R1] state=follower leader=2 term=1 cov=9.4%/44.3%
[R1] state=follower leader=2 term=1 cov=9.4%/47.9%
[R1] state=follower leader=2 term=1 cov=9.9%/50.0%
[R1] state=follower leader=2 term=1 cov=11.5%/53.1%
[R1] state=follower leader=2 term=1 cov=11.5%/57.3%
[R1] state=follower leader=2 term=1 cov=13.0%/62.5%
[R1] state=follower leader=2 term=1 cov=13.5%/67.2%
[R1] state=follower leader=2 term=1 cov=14.6%/72.4%
[R1] state=follower leader=2 term=1 cov=14.6%/76.6%
[R1] state=follower leader=2 term=1 cov=15.6%/80.7%
[R1] state=follower leader=2 term=1 cov=17.2%/84.4%
[R1] state=follower leader=2 term=1 cov=17.2%/89.1%
[R1] state=follower leader=2 term=1 cov=17.2%/91.1%
[R1] state=follower leader=2 term=1 cov=17.2%/92.7%
[R1] state=follower leader=2 term=1 cov=17.2%/96.9%
[R1] state=follower leader=2 term=1 cov=17.2%/99.0%
[R1] state=follower leader=2 term=1 cov=17.2%/100.0%
[R1] state=follower leader=2 term=1 cov=17.2%/100.0%
[R1] state=follower leader=2 term=1 cov=17.2%/100.0%
[R1] state=follower leader=2 term=1 cov=17.2%/100.0%
[R1] state=follower leader=2 term=1 cov=17.2%/100.0%
[R1] state=follower leader=2 term=1 cov=17.2%/100.0%
[R1] state=follower leader=2 term=1 cov=17.2%/100.0%
[R1] state=follower leader=2 term=1 cov=17.2%/100.0%
[R1] state=follower leader=2 term=1 cov=17.2%/100.0%
[R1] state=follower leader=2 term=1 cov=17.2%/100.0%
[R1] state=follower leader=2 term=1 cov=17.2%/100.0%
[R1] state=follower leader=2 term=1 cov=17.2%/100.0%
[R1] state=follower leader=2 term=1 cov=17.2%/100.0%
[R1] state=follower leader=2 term=1 cov=17.2%/100.0%
[R1] state=follower leader=2 term=1 cov=17.2%/100.0%
[R1] state=follower leader=2 term=1 cov=17.2%/100.0%
[R1] state=follower leader=2 term=1 cov=17.2%/100.0%
[R1] state=follower leader=2 term=1 cov=17.2%/100.0%
[R1] state=follower leader=2 term=1 cov=17.2%/100.0%
[R1] state=follower leader=2 term=1 cov=17.2%/100.0%
[R1] state=follower leader=2 term=1 cov=17.2%/100.0%
[R1] state=follower leader=2 term=1 cov=17.2%/100.0%
[R1] state=follower leader=2 term=1 cov=17.2%/100.0%
