[WARN] Hardware modules not available - simulation mode
=== RAFT Baseline - Robot 5 [SIM] ===
NO TRUST. Heartbeat timeout only.

  Logging to: logs/raft_5_20260226_171328.jsonl
Initializing hardware...
  Hardware: SIMULATED
[INFO] Position socket listening on port 7105
[INFO] Peer socket listening on port 7205
[INFO] Fault socket listening on port 7305
Ready!

Running RAFT baseline... Press Ctrl+C to stop

[R5] state=follower leader=None term=0 cov=0.0%/0.0%
[R5] state=follower leader=4 term=1 cov=0.5%/0.5%
[R5] state=follower leader=4 term=1 cov=2.6%/11.5%
[R5] state=follower leader=4 term=1 cov=5.2%/25.5%
[R5] state=follower leader=4 term=1 cov=7.3%/34.9%
[R5] state=follower leader=4 term=1 cov=9.9%/42.7%
[R5] state=follower leader=4 term=1 cov=12.0%/52.1%
[R5] state=follower leader=4 term=1 cov=13.0%/61.5%
[R5] state=follower leader=4 term=1 cov=15.6%/75.0%
[R5] state=follower leader=4 term=1 cov=18.2%/83.3%
[R5] state=follower leader=4 term=1 cov=19.8%/91.7%
[R5] state=follower leader=4 term=1 cov=22.4%/97.4%
[R5] state=follower leader=4 term=1 cov=23.4%/100.0%
[R5] state=follower leader=4 term=1 cov=23.4%/100.0%
[R5] state=follower leader=4 term=1 cov=23.4%/100.0%
[R5] state=follower leader=4 term=1 cov=23.4%/100.0%
[R5] state=follower leader=4 term=1 cov=23.4%/100.0%
[R5] state=follower leader=4 term=1 cov=23.4%/100.0%
[R5] state=follower leader=4 term=1 cov=23.4%/100.0%
[R5] state=follower leader=4 term=1 cov=23.4%/100.0%
[R5] state=follower leader=4 term=1 cov=23.4%/100.0%
[R5] state=follower leader=4 term=1 cov=23.4%/100.0%
[R5] state=follower leader=4 term=1 cov=23.4%/100.0%
[R5] state=follower leader=4 term=1 cov=23.4%/100.0%
[R5] state=follower leader=4 term=1 cov=23.4%/100.0%
[R5] state=follower leader=4 term=1 cov=23.4%/100.0%
[R5] state=follower leader=4 term=1 cov=23.4%/100.0%
[R5] state=follower leader=4 term=1 cov=23.4%/100.0%
[R5] state=follower leader=4 term=1 cov=23.4%/100.0%
[R5] state=follower leader=4 term=1 cov=23.4%/100.0%
[R5] state=follower leader=4 term=1 cov=23.4%/100.0%
[R5] state=follower leader=4 term=1 cov=23.4%/100.0%
[R5] state=follower leader=4 term=1 cov=23.4%/100.0%
[R5] state=follower leader=4 term=1 cov=23.4%/100.0%
[R5] state=follower leader=4 term=1 cov=23.4%/100.0%
[R5] state=follower leader=4 term=1 cov=23.4%/100.0%
[R5] state=follower leader=4 term=1 cov=23.4%/100.0%
[R5] state=follower leader=4 term=1 cov=23.4%/100.0%
[R5] state=follower leader=4 term=1 cov=23.4%/100.0%
[R5] state=follower leader=4 term=1 cov=23.4%/100.0%
[R5] state=follower leader=4 term=1 cov=23.4%/100.0%
[R5] state=follower leader=4 term=1 cov=23.4%/100.0%
[R5] state=follower leader=4 term=1 cov=23.4%/100.0%
[R5] state=follower leader=4 term=1 cov=23.4%/100.0%
[R5] state=follower leader=4 term=1 cov=23.4%/100.0%
[R5] state=follower leader=4 term=1 cov=23.4%/100.0%
[R5] state=follower leader=4 term=1 cov=23.4%/100.0%
[R5] state=follower leader=4 term=1 cov=23.4%/100.0%
[R5] state=follower leader=4 term=1 cov=23.4%/100.0%
[R5] state=follower leader=4 term=1 cov=23.4%/100.0%
[R5] state=follower leader=4 term=1 cov=23.4%/100.0%
[R5] state=follower leader=4 term=1 cov=23.4%/100.0%
[R5] state=follower leader=4 term=1 cov=23.4%/100.0%
[R5] state=follower leader=4 term=1 cov=23.4%/100.0%
[R5] state=follower leader=4 term=1 cov=23.4%/100.0%
[R5] state=follower leader=4 term=1 cov=23.4%/100.0%
[R5] state=follower leader=4 term=1 cov=23.4%/100.0%
[R5] state=follower leader=4 term=1 cov=23.4%/100.0%
[R5] state=follower leader=4 term=1 cov=23.4%/100.0%
[R5] state=follower leader=4 term=1 cov=23.4%/100.0%
[R5] state=follower leader=4 term=1 cov=23.4%/100.0%
[R5] state=follower leader=4 term=1 cov=23.4%/100.0%
[R5] state=follower leader=4 term=1 cov=23.4%/100.0%
[R5] state=follower leader=4 term=1 cov=23.4%/100.0%
[R5] state=follower leader=4 term=1 cov=23.4%/100.0%
[R5] state=follower leader=4 term=1 cov=23.4%/100.0%
[R5] state=follower leader=4 term=1 cov=23.4%/100.0%
[R5] state=follower leader=4 term=1 cov=23.4%/100.0%
[R5] state=follower leader=4 term=1 cov=23.4%/100.0%
[R5] state=follower leader=4 term=1 cov=23.4%/100.0%
[R5] state=follower leader=4 term=1 cov=23.4%/100.0%
[R5] state=follower leader=4 term=1 cov=23.4%/100.0%
[R5] state=follower leader=4 term=1 cov=23.4%/100.0%
[R5] state=follower leader=4 term=1 cov=23.4%/100.0%
