[WARN] Hardware modules not available - simulation mode
=== RAFT Baseline - Robot 3 [SIM] ===
NO TRUST. Heartbeat timeout only.

  Logging to: logs/raft_3_20260226_211225.jsonl
Initializing hardware...
  Hardware: SIMULATED
[INFO] Position socket listening on port 20103
[INFO] Peer socket listening on port 20203
[INFO] Fault socket listening on port 20303
Ready!

Running RAFT baseline... Press Ctrl+C to stop

[R3] state=follower leader=None term=0 cov=0.0%/0.0%
[R3] state=follower leader=4 term=1 cov=0.5%/0.5%
[R3] state=follower leader=4 term=1 cov=3.6%/13.5%
[R3] state=follower leader=4 term=1 cov=4.7%/19.8%
[R3] state=follower leader=4 term=1 cov=6.8%/29.2%
[R3] state=follower leader=4 term=1 cov=6.8%/30.7%
[R3] state=follower leader=4 term=1 cov=6.8%/30.7%
[R3] state=follower leader=4 term=1 cov=6.8%/30.7%
[R3] state=follower leader=4 term=1 cov=6.8%/30.7%
[R3] state=follower leader=4 term=1 cov=8.9%/39.6%
[R3] state=follower leader=4 term=1 cov=11.5%/46.9%
[R3] state=follower leader=4 term=1 cov=12.0%/49.5%
[R3] state=follower leader=4 term=1 cov=12.0%/52.1%
[R3] state=follower leader=4 term=1 cov=12.5%/55.7%
[R3] state=follower leader=4 term=1 cov=12.5%/58.9%
[R3] state=follower leader=4 term=1 cov=13.0%/62.5%
[R3] state=follower leader=4 term=1 cov=13.0%/64.1%
[R3] state=follower leader=4 term=1 cov=13.0%/65.6%
[R3] state=follower leader=4 term=1 cov=13.0%/68.8%
[R3] state=follower leader=4 term=1 cov=14.6%/70.3%
[R3] state=follower leader=4 term=1 cov=14.6%/71.4%
[R3] state=follower leader=4 term=1 cov=15.6%/72.4%
[R3] state=follower leader=4 term=1 cov=16.7%/73.4%
[R3] state=follower leader=4 term=1 cov=16.7%/75.5%
[R3] state=follower leader=4 term=1 cov=16.7%/77.1%
[R3] state=follower leader=4 term=1 cov=17.2%/79.2%
[R3] state=follower leader=4 term=1 cov=17.7%/81.2%
[R3] state=follower leader=4 term=1 cov=19.3%/83.3%
[R3] state=follower leader=4 term=1 cov=21.9%/88.5%
[R3] state=follower leader=4 term=1 cov=24.0%/93.2%
[R3] state=follower leader=4 term=1 cov=27.1%/97.4%
[R3] state=follower leader=4 term=1 cov=29.2%/99.5%
[R3] state=follower leader=4 term=1 cov=29.7%/99.5%
[R3] state=follower leader=4 term=1 cov=29.7%/99.5%
[R3] state=follower leader=4 term=1 cov=29.7%/99.5%
[R3] state=follower leader=4 term=1 cov=29.7%/99.5%
[R3] state=follower leader=4 term=1 cov=29.7%/99.5%
[R3] state=follower leader=4 term=1 cov=29.7%/99.5%
[R3] state=follower leader=4 term=1 cov=29.7%/99.5%
[R3] state=follower leader=4 term=1 cov=29.7%/99.5%
[R3] state=follower leader=4 term=1 cov=29.7%/99.5%
[R3] state=follower leader=4 term=1 cov=29.7%/99.5%
[R3] state=follower leader=4 term=1 cov=29.7%/99.5%
[R3] state=follower leader=4 term=1 cov=29.7%/99.5%
[R3] state=follower leader=4 term=1 cov=29.7%/99.5%
[R3] state=follower leader=4 term=1 cov=29.7%/99.5%
[R3] state=follower leader=4 term=1 cov=29.7%/99.5%
[R3] state=follower leader=4 term=1 cov=29.7%/99.5%
[R3] state=follower leader=4 term=1 cov=29.7%/99.5%
[R3] state=follower leader=4 term=1 cov=29.7%/99.5%
[R3] state=follower leader=4 term=1 cov=29.7%/99.5%
[R3] state=follower leader=4 term=1 cov=29.7%/99.5%
[R3] state=follower leader=4 term=1 cov=29.7%/99.5%
[R3] state=follower leader=4 term=1 cov=29.7%/99.5%
[R3] state=follower leader=4 term=1 cov=29.7%/99.5%
[R3] state=follower leader=4 term=1 cov=29.7%/99.5%
[R3] state=follower leader=4 term=1 cov=29.7%/99.5%
[R3] state=follower leader=4 term=1 cov=29.7%/99.5%
[R3] state=follower leader=4 term=1 cov=29.7%/99.5%
[R3] state=follower leader=4 term=1 cov=29.7%/99.5%
[R3] state=follower leader=4 term=1 cov=29.7%/99.5%
[R3] state=follower leader=4 term=1 cov=29.7%/99.5%
[R3] state=follower leader=4 term=1 cov=29.7%/99.5%
[R3] state=follower leader=4 term=1 cov=29.7%/99.5%
[R3] state=follower leader=4 term=1 cov=29.7%/99.5%
[R3] state=follower leader=4 term=1 cov=29.7%/99.5%
[R3] state=follower leader=4 term=1 cov=29.7%/99.5%
[R3] state=follower leader=4 term=1 cov=29.7%/99.5%
[R3] state=follower leader=4 term=1 cov=29.7%/99.5%
[R3] state=follower leader=4 term=1 cov=29.7%/99.5%
[R3] state=follower leader=4 term=1 cov=29.7%/99.5%
[R3] state=follower leader=4 term=1 cov=29.7%/99.5%
[R3] state=follower leader=4 term=1 cov=29.7%/99.5%
[R3] state=follower leader=4 term=1 cov=29.7%/99.5%
[R3] state=follower leader=4 term=1 cov=29.7%/99.5%
[R3] state=follower leader=4 term=1 cov=29.7%/99.5%
[R3] state=follower leader=4 term=1 cov=29.7%/99.5%
[R3] state=follower leader=4 term=1 cov=29.7%/99.5%
[R3] state=follower leader=4 term=1 cov=29.7%/99.5%
[R3] state=follower leader=4 term=1 cov=29.7%/99.5%
[R3] state=follower leader=4 term=1 cov=29.7%/99.5%
[R3] state=follower leader=4 term=1 cov=29.7%/99.5%
[R3] state=follower leader=4 term=1 cov=29.7%/99.5%
