[WARN] Hardware modules not available - simulation mode
=== RAFT Baseline - Robot 4 [SIM] ===
NO TRUST. Heartbeat timeout only.

  Logging to: logs/raft_4_20260226_000651.jsonl
Initializing hardware...
  Hardware: SIMULATED
[INFO] Position socket listening on port 12104
[INFO] Peer socket listening on port 12204
[INFO] Fault socket listening on port 12304
Ready!

Running RAFT baseline... Press Ctrl+C to stop

[R4] state=follower leader=None term=0 cov=0.0%/0.0%
[RAFT] Starting election, term 2
[RAFT] Became leader, term 2
[R4] state=leader leader=4 term=2 cov=0.5%/2.1%
[R4] state=leader leader=4 term=2 cov=0.5%/2.1%
[R4] state=leader leader=4 term=2 cov=0.5%/2.1%
[R4] state=leader leader=4 term=2 cov=0.5%/2.1%
[R4] state=leader leader=4 term=2 cov=0.5%/2.1%
[R4] state=leader leader=4 term=2 cov=0.5%/2.1%
[R4] state=leader leader=4 term=2 cov=0.5%/2.1%
[R4] state=leader leader=4 term=2 cov=0.5%/2.1%
[R4] state=leader leader=4 term=2 cov=0.5%/2.1%
[R4] state=leader leader=4 term=2 cov=0.5%/2.1%
[R4] state=leader leader=4 term=2 cov=0.5%/5.2%
[R4] state=leader leader=4 term=2 cov=0.5%/5.2%
[R4] state=leader leader=4 term=2 cov=0.5%/5.2%
[R4] state=leader leader=4 term=2 cov=0.5%/5.2%
[R4] state=leader leader=4 term=2 cov=0.5%/5.2%
[R4] state=leader leader=4 term=2 cov=0.5%/5.2%
[R4] state=leader leader=4 term=2 cov=0.5%/5.2%
[R4] state=leader leader=4 term=2 cov=1.0%/6.2%
[R4] state=leader leader=4 term=2 cov=1.6%/8.9%
[R4] state=leader leader=4 term=2 cov=2.1%/12.0%
[R4] state=leader leader=4 term=2 cov=3.1%/16.1%
[R4] state=leader leader=4 term=2 cov=4.2%/18.8%
[R4] state=leader leader=4 term=2 cov=5.2%/22.9%
[R4] state=leader leader=4 term=2 cov=5.7%/26.6%
[R4] state=leader leader=4 term=2 cov=7.3%/30.7%
[R4] state=leader leader=4 term=2 cov=7.8%/33.3%
[R4] state=leader leader=4 term=2 cov=8.9%/37.0%
[R4] state=leader leader=4 term=2 cov=9.9%/40.1%
[R4] state=leader leader=4 term=2 cov=10.9%/42.7%
[R4] state=leader leader=4 term=2 cov=12.0%/46.9%
[R4] state=leader leader=4 term=2 cov=13.0%/51.0%
[R4] state=leader leader=4 term=2 cov=14.1%/53.6%
[R4] state=leader leader=4 term=2 cov=15.1%/57.8%
[R4] state=leader leader=4 term=2 cov=16.1%/61.5%
[R4] state=leader leader=4 term=2 cov=17.2%/64.6%
[R4] state=leader leader=4 term=2 cov=17.7%/67.7%
[R4] state=leader leader=4 term=2 cov=18.8%/71.4%
[R4] state=leader leader=4 term=2 cov=19.8%/74.5%
[R4] state=leader leader=4 term=2 cov=20.3%/76.0%
[R4] state=leader leader=4 term=2 cov=20.8%/78.1%
[R4] state=leader leader=4 term=2 cov=20.8%/78.6%
[R4] state=leader leader=4 term=2 cov=21.4%/80.2%
[R4] state=leader leader=4 term=2 cov=21.9%/82.3%
[R4] state=leader leader=4 term=2 cov=23.4%/84.4%
[R4] state=leader leader=4 term=2 cov=24.0%/85.4%
[R4] state=leader leader=4 term=2 cov=24.0%/85.9%
[R4] state=leader leader=4 term=2 cov=24.5%/86.5%
[R4] state=leader leader=4 term=2 cov=24.5%/86.5%
[R4] state=leader leader=4 term=2 cov=24.5%/86.5%
[R4] state=leader leader=4 term=2 cov=24.5%/86.5%
[R4] state=leader leader=4 term=2 cov=24.5%/86.5%
[R4] state=leader leader=4 term=2 cov=24.5%/86.5%
[R4] state=leader leader=4 term=2 cov=24.5%/86.5%
[R4] state=leader leader=4 term=2 cov=24.5%/86.5%
[R4] state=leader leader=4 term=2 cov=24.5%/86.5%
[R4] state=leader leader=4 term=2 cov=24.5%/86.5%
[R4] state=leader leader=4 term=2 cov=24.5%/86.5%
[R4] state=leader leader=4 term=2 cov=24.5%/86.5%
[R4] state=leader leader=4 term=2 cov=24.5%/86.5%
[R4] state=leader leader=4 term=2 cov=24.5%/86.5%
[R4] state=leader leader=4 term=2 cov=24.5%/86.5%
[R4] state=leader leader=4 term=2 cov=24.5%/86.5%
[R4] state=leader leader=4 term=2 cov=24.5%/86.5%
[R4] state=leader leader=4 term=2 cov=24.5%/86.5%
[R4] state=leader leader=4 term=2 cov=24.5%/86.5%
[R4] state=leader leader=4 term=2 cov=24.5%/86.5%
[R4] state=leader leader=4 term=2 cov=24.5%/86.5%
[R4] state=leader leader=4 term=2 cov=24.5%/86.5%
[R4] state=leader leader=4 term=2 cov=24.5%/86.5%
[R4] state=leader leader=4 term=2 cov=24.5%/86.5%
[R4] state=leader leader=4 term=2 cov=24.5%/86.5%
[R4] state=leader leader=4 term=2 cov=24.5%/86.5%
[R4] state=leader leader=4 term=2 cov=24.5%/86.5%
[R4] state=leader leader=4 term=2 cov=24.5%/86.5%
[R4] state=leader leader=4 term=2 cov=24.5%/86.5%
[R4] state=leader leader=4 term=2 cov=24.5%/86.5%
[R4] state=leader leader=4 term=2 cov=24.5%/86.5%
[R4] state=leader leader=4 term=2 cov=24.5%/86.5%
[R4] state=leader leader=4 term=2 cov=24.5%/86.5%
[R4] state=leader leader=4 term=2 cov=24.5%/86.5%
[R4] state=leader leader=4 term=2 cov=24.5%/86.5%
[R4] state=leader leader=4 term=2 cov=24.5%/86.5%
[R4] state=leader leader=4 term=2 cov=24.5%/86.5%
