[WARN] Hardware modules not available - simulation mode
=== RAFT Baseline - Robot 1 [SIM] ===
NO TRUST. Heartbeat timeout only.

  Logging to: logs/raft_1_20260226_000651.jsonl
Initializing hardware...
  Hardware: SIMULATED
[INFO] Position socket listening on port 12101
[INFO] Peer socket listening on port 12201
[INFO] Fault socket listening on port 12301
Ready!

Running RAFT baseline... Press Ctrl+C to stop

[R1] state=follower leader=None term=0 cov=0.0%/0.0%
[RAFT] Starting election, term 1
[RAFT] Became leader, term 1
[R1] state=follower leader=4 term=2 cov=0.5%/2.1%
[R1] state=follower leader=4 term=2 cov=0.5%/2.1%
[R1] state=follower leader=4 term=2 cov=0.5%/2.1%
[R1] state=follower leader=4 term=2 cov=0.5%/2.1%
[R1] state=follower leader=4 term=2 cov=0.5%/2.1%
[R1] state=follower leader=4 term=2 cov=0.5%/2.1%
[R1] state=follower leader=4 term=2 cov=0.5%/2.1%
[R1] state=follower leader=4 term=2 cov=0.5%/2.1%
[R1] state=follower leader=4 term=2 cov=0.5%/2.1%
[R1] state=follower leader=4 term=2 cov=0.5%/2.1%
[R1] state=follower leader=4 term=2 cov=1.0%/4.7%
[R1] state=follower leader=4 term=2 cov=1.0%/5.2%
[R1] state=follower leader=4 term=2 cov=1.0%/5.2%
[R1] state=follower leader=4 term=2 cov=1.0%/5.2%
[R1] state=follower leader=4 term=2 cov=1.0%/5.2%
[R1] state=follower leader=4 term=2 cov=1.0%/5.2%
[R1] state=follower leader=4 term=2 cov=1.0%/5.2%
[FAULT] Injected: spin
[R1] state=follower leader=4 term=2 cov=1.0%/6.2%
[R1] state=follower leader=4 term=2 cov=1.6%/8.9%
[R1] state=follower leader=4 term=2 cov=1.6%/12.0%
[R1] state=follower leader=4 term=2 cov=1.6%/16.1%
[R1] state=follower leader=4 term=2 cov=1.6%/18.8%
[R1] state=follower leader=4 term=2 cov=1.6%/22.9%
[R1] state=follower leader=4 term=2 cov=1.6%/26.6%
[R1] state=follower leader=4 term=2 cov=1.6%/30.2%
[R1] state=follower leader=4 term=2 cov=1.6%/33.3%
[R1] state=follower leader=4 term=2 cov=1.6%/36.5%
[R1] state=follower leader=4 term=2 cov=1.6%/40.1%
[R1] state=follower leader=4 term=2 cov=1.6%/42.7%
[R1] state=follower leader=4 term=2 cov=1.6%/46.9%
[R1] state=follower leader=4 term=2 cov=1.6%/49.5%
[R1] state=follower leader=4 term=2 cov=1.6%/53.6%
[R1] state=follower leader=4 term=2 cov=1.6%/57.8%
[R1] state=follower leader=4 term=2 cov=1.6%/60.9%
[R1] state=follower leader=4 term=2 cov=1.6%/63.5%
[R1] state=follower leader=4 term=2 cov=1.6%/67.7%
[R1] state=follower leader=4 term=2 cov=1.6%/71.4%
[R1] state=follower leader=4 term=2 cov=1.6%/74.0%
[R1] state=follower leader=4 term=2 cov=1.6%/75.5%
[R1] state=follower leader=4 term=2 cov=1.6%/77.6%
[R1] state=follower leader=4 term=2 cov=1.6%/78.6%
[R1] state=follower leader=4 term=2 cov=1.6%/79.7%
[R1] state=follower leader=4 term=2 cov=1.6%/82.3%
[R1] state=follower leader=4 term=2 cov=1.6%/83.3%
[R1] state=follower leader=4 term=2 cov=1.6%/85.4%
[R1] state=follower leader=4 term=2 cov=1.6%/85.9%
[R1] state=follower leader=4 term=2 cov=1.6%/86.5%
[R1] state=follower leader=4 term=2 cov=1.6%/86.5%
[R1] state=follower leader=4 term=2 cov=1.6%/86.5%
[R1] state=follower leader=4 term=2 cov=1.6%/86.5%
[R1] state=follower leader=4 term=2 cov=1.6%/86.5%
[R1] state=follower leader=4 term=2 cov=1.6%/86.5%
[R1] state=follower leader=4 term=2 cov=1.6%/86.5%
[R1] state=follower leader=4 term=2 cov=1.6%/86.5%
[R1] state=follower leader=4 term=2 cov=1.6%/86.5%
[R1] state=follower leader=4 term=2 cov=1.6%/86.5%
[R1] state=follower leader=4 term=2 cov=1.6%/86.5%
[R1] state=follower leader=4 term=2 cov=1.6%/86.5%
[R1] state=follower leader=4 term=2 cov=1.6%/86.5%
[R1] state=follower leader=4 term=2 cov=1.6%/86.5%
[R1] state=follower leader=4 term=2 cov=1.6%/86.5%
[R1] state=follower leader=4 term=2 cov=1.6%/86.5%
[R1] state=follower leader=4 term=2 cov=1.6%/86.5%
[R1] state=follower leader=4 term=2 cov=1.6%/86.5%
[R1] state=follower leader=4 term=2 cov=1.6%/86.5%
[R1] state=follower leader=4 term=2 cov=1.6%/86.5%
[R1] state=follower leader=4 term=2 cov=1.6%/86.5%
[R1] state=follower leader=4 term=2 cov=1.6%/86.5%
[R1] state=follower leader=4 term=2 cov=1.6%/86.5%
[R1] state=follower leader=4 term=2 cov=1.6%/86.5%
[R1] state=follower leader=4 term=2 cov=1.6%/86.5%
[R1] state=follower leader=4 term=2 cov=1.6%/86.5%
[R1] state=follower leader=4 term=2 cov=1.6%/86.5%
[R1] state=follower leader=4 term=2 cov=1.6%/86.5%
[R1] state=follower leader=4 term=2 cov=1.6%/86.5%
[R1] state=follower leader=4 term=2 cov=1.6%/86.5%
[R1] state=follower leader=4 term=2 cov=1.6%/86.5%
[R1] state=follower leader=4 term=2 cov=1.6%/86.5%
[R1] state=follower leader=4 term=2 cov=1.6%/86.5%
[R1] state=follower leader=4 term=2 cov=1.6%/86.5%
[R1] state=follower leader=4 term=2 cov=1.6%/86.5%
[R1] state=follower leader=4 term=2 cov=1.6%/86.5%
[R1] state=follower leader=4 term=2 cov=1.6%/86.5%
