[WARN] Hardware modules not available - simulation mode
=== RAFT Baseline - Robot 2 [SIM] ===
NO TRUST. Heartbeat timeout only.

  Logging to: logs/raft_2_20260226_172403.jsonl
Initializing hardware...
  Hardware: SIMULATED
[INFO] Position socket listening on port 17102
[INFO] Peer socket listening on port 17202
[INFO] Fault socket listening on port 17302
Ready!

Running RAFT baseline... Press Ctrl+C to stop

[R2] state=follower leader=None term=0 cov=0.0%/0.0%
[R2] state=follower leader=1 term=1 cov=0.5%/2.6%
[R2] state=follower leader=1 term=1 cov=2.6%/12.0%
[R2] state=follower leader=1 term=1 cov=4.2%/22.9%
[R2] state=follower leader=1 term=1 cov=6.2%/30.2%
[R2] state=follower leader=1 term=1 cov=7.3%/35.9%
[R2] state=follower leader=1 term=1 cov=7.3%/35.9%
[R2] state=follower leader=1 term=1 cov=7.3%/35.9%
[R2] state=follower leader=1 term=1 cov=7.3%/35.9%
[R2] state=follower leader=1 term=1 cov=7.3%/35.9%
[R2] state=follower leader=1 term=1 cov=7.3%/35.9%
[R2] state=follower leader=1 term=1 cov=7.3%/35.9%
[R2] state=follower leader=1 term=1 cov=7.3%/35.9%
[R2] state=follower leader=1 term=1 cov=7.3%/35.9%
[R2] state=follower leader=1 term=1 cov=7.8%/40.1%
[R2] state=follower leader=1 term=1 cov=9.4%/46.9%
[R2] state=follower leader=1 term=1 cov=9.4%/50.0%
[R2] state=follower leader=1 term=1 cov=10.4%/53.6%
[R2] state=follower leader=1 term=1 cov=12.0%/62.0%
[R2] state=follower leader=1 term=1 cov=13.0%/68.2%
[R2] state=follower leader=1 term=1 cov=14.1%/74.5%
[R2] state=follower leader=1 term=1 cov=15.1%/77.6%
[R2] state=follower leader=1 term=1 cov=15.6%/82.3%
[R2] state=follower leader=1 term=1 cov=18.2%/85.9%
[R2] state=follower leader=1 term=1 cov=20.8%/88.5%
[R2] state=follower leader=1 term=1 cov=24.5%/93.2%
[R2] state=follower leader=1 term=1 cov=26.6%/98.4%
[R2] state=follower leader=1 term=1 cov=29.2%/99.5%
[R2] state=follower leader=1 term=1 cov=29.7%/100.0%
[R2] state=follower leader=1 term=1 cov=29.7%/100.0%
[R2] state=follower leader=1 term=1 cov=29.7%/100.0%
[R2] state=follower leader=1 term=1 cov=29.7%/100.0%
[R2] state=follower leader=1 term=1 cov=29.7%/100.0%
[R2] state=follower leader=1 term=1 cov=29.7%/100.0%
[R2] state=follower leader=1 term=1 cov=29.7%/100.0%
[R2] state=follower leader=1 term=1 cov=29.7%/100.0%
[R2] state=follower leader=1 term=1 cov=29.7%/100.0%
[R2] state=follower leader=1 term=1 cov=29.7%/100.0%
[R2] state=follower leader=1 term=1 cov=29.7%/100.0%
[R2] state=follower leader=1 term=1 cov=29.7%/100.0%
[R2] state=follower leader=1 term=1 cov=29.7%/100.0%
[R2] state=follower leader=1 term=1 cov=29.7%/100.0%
[R2] state=follower leader=1 term=1 cov=29.7%/100.0%
[R2] state=follower leader=1 term=1 cov=29.7%/100.0%
[R2] state=follower leader=1 term=1 cov=29.7%/100.0%
[R2] state=follower leader=1 term=1 cov=29.7%/100.0%
[R2] state=follower leader=1 term=1 cov=29.7%/100.0%
[R2] state=follower leader=1 term=1 cov=29.7%/100.0%
[R2] state=follower leader=1 term=1 cov=29.7%/100.0%
[R2] state=follower leader=1 term=1 cov=29.7%/100.0%
[R2] state=follower leader=1 term=1 cov=29.7%/100.0%
[R2] state=follower leader=1 term=1 cov=29.7%/100.0%
[R2] state=follower leader=1 term=1 cov=29.7%/100.0%
[R2] state=follower leader=1 term=1 cov=29.7%/100.0%
[R2] state=follower leader=1 term=1 cov=29.7%/100.0%
[R2] state=follower leader=1 term=1 cov=29.7%/100.0%
[R2] state=follower leader=1 term=1 cov=29.7%/100.0%
[R2] state=follower leader=1 term=1 cov=29.7%/100.0%
[R2] state=follower leader=1 term=1 cov=29.7%/100.0%
[R2] state=follower leader=1 term=1 cov=29.7%/100.0%
[R2] state=follower leader=1 term=1 cov=29.7%/100.0%
[R2] state=follower leader=1 term=1 cov=29.7%/100.0%
[R2] state=follower leader=1 term=1 cov=29.7%/100.0%
[R2] state=follower leader=1 term=1 cov=29.7%/100.0%
[R2] state=follower leader=1 term=1 cov=29.7%/100.0%
[R2] state=follower leader=1 term=1 cov=29.7%/100.0%
[R2] state=follower leader=1 term=1 cov=29.7%/100.0%
[R2] state=follower leader=1 term=1 cov=29.7%/100.0%
[R2] state=follower leader=1 term=1 cov=29.7%/100.0%
[R2] state=follower leader=1 term=1 cov=29.7%/100.0%
[R2] state=follower leader=1 term=1 cov=29.7%/100.0%
