[WARN] Hardware modules not available - simulation mode
=== RAFT Baseline - Robot 4 [SIM] ===
NO TRUST. Heartbeat timeout only.

  Logging to: logs/raft_4_20260226_210126.jsonl
Initializing hardware...
  Hardware: SIMULATED
[INFO] Position socket listening on port 18104
[INFO] Peer socket listening on port 18204
[INFO] Fault socket listening on port 18304
Ready!

Running RAFT baseline... Press Ctrl+C to stop

[R4] state=follower leader=None term=0 cov=0.0%/0.0%
[R4] state=follower leader=1 term=1 cov=0.5%/1.0%
[R4] state=follower leader=1 term=1 cov=2.6%/11.5%
[R4] state=follower leader=1 term=1 cov=4.2%/20.8%
[R4] state=follower leader=1 term=1 cov=6.2%/32.3%
[R4] state=follower leader=1 term=1 cov=9.4%/41.7%
[R4] state=follower leader=1 term=1 cov=10.4%/45.8%
[R4] state=follower leader=1 term=1 cov=10.9%/50.0%
[R4] state=follower leader=1 term=1 cov=11.5%/51.6%
[R4] state=follower leader=1 term=1 cov=11.5%/54.2%
[R4] state=follower leader=1 term=1 cov=11.5%/56.8%
[R4] state=follower leader=1 term=1 cov=12.0%/60.4%
[R4] state=follower leader=1 term=1 cov=12.0%/64.1%
[R4] state=follower leader=1 term=1 cov=12.5%/65.6%
[R4] state=follower leader=1 term=1 cov=12.5%/66.7%
[R4] state=follower leader=1 term=1 cov=13.5%/69.3%
[R4] state=follower leader=1 term=1 cov=13.5%/70.8%
[R4] state=follower leader=1 term=1 cov=13.5%/70.8%
[R4] state=follower leader=1 term=1 cov=13.5%/70.8%
[R4] state=follower leader=1 term=1 cov=13.5%/70.8%
[R4] state=follower leader=1 term=1 cov=13.5%/70.8%
[R4] state=follower leader=1 term=1 cov=13.5%/70.8%
[R4] state=follower leader=1 term=1 cov=13.5%/70.8%
[R4] state=follower leader=1 term=1 cov=13.5%/70.8%
[R4] state=follower leader=1 term=1 cov=13.5%/70.8%
[R4] state=follower leader=1 term=1 cov=13.5%/71.4%
[R4] state=follower leader=1 term=1 cov=13.5%/73.4%
[R4] state=follower leader=1 term=1 cov=13.5%/78.1%
[R4] state=follower leader=1 term=1 cov=14.1%/82.8%
[R4] state=follower leader=1 term=1 cov=14.6%/87.0%
[R4] state=follower leader=1 term=1 cov=15.1%/91.1%
[R4] state=follower leader=1 term=1 cov=15.1%/93.2%
[R4] state=follower leader=1 term=1 cov=15.1%/94.3%
[R4] state=follower leader=1 term=1 cov=15.1%/94.3%
[R4] state=follower leader=1 term=1 cov=15.1%/95.3%
[R4] state=follower leader=1 term=1 cov=15.1%/95.8%
[R4] state=follower leader=1 term=1 cov=15.1%/96.4%
[R4] state=follower leader=1 term=1 cov=15.1%/96.4%
[R4] state=follower leader=1 term=1 cov=15.1%/96.4%
[R4] state=follower leader=1 term=1 cov=15.1%/96.4%
