[WARN] Hardware modules not available - running in simulation mode
=== REIP Node - Robot 4 [SIM (unique ports)] ===
Trust Model: Three-tier confidence-weighted
  Personal: 1.0, ToF: 1.0, Peer: 0.3
  Suspicion threshold: 1.5, Recovery: 0.1

  Logging to: logs/robot_4_20260226_173823.jsonl
Initializing hardware...
  Hardware: SIMULATED
[INFO] Position socket listening on port 25104
[INFO] Peer socket listening on port 25204
[INFO] Fault socket listening on port 25304
Ready!

=== Detection Bounds: T1=2 cmds, T3=8 cmds | Impeachment: T1=8 cmds, T3=32 cmds ===
Running... Press Ctrl+C to stop

[ELECTION] New leader: 4
[R4] pos=(0,0) state=leader leader=4 trust=1.00 susp=0.00 cov=0.0%/0.0%
[ELECTION] New leader: 1
[R4] pos=(304,738) state=follower leader=1 trust=1.00 susp=0.00 cov=0.5%/0.5%
[R4] pos=(294,935) state=follower leader=1 trust=1.00 susp=0.00 cov=3.6%/12.0%
[R4] pos=(487,1055) state=follower leader=1 trust=1.00 susp=0.00 cov=5.7%/20.3%
[R4] pos=(576,760) state=follower leader=1 trust=1.00 susp=0.00 cov=7.8%/34.9%
[R4] pos=(875,515) state=follower leader=1 trust=1.00 susp=0.00 cov=10.4%/49.0%
[R4] pos=(932,296) state=follower leader=1 trust=1.00 susp=0.00 cov=13.0%/60.9%
[R4] pos=(1311,176) state=follower leader=1 trust=1.00 susp=0.00 cov=15.6%/71.9%
[R4] pos=(1702,183) state=follower leader=1 trust=1.00 susp=0.00 cov=18.8%/78.1%
[R4] pos=(1925,285) state=follower leader=1 trust=1.00 susp=0.00 cov=21.4%/88.0%
[R4] pos=(1744,578) state=follower leader=1 trust=1.00 susp=0.00 cov=25.0%/95.8%
[R4] pos=(1544,819) state=follower leader=1 trust=1.00 susp=0.00 cov=28.1%/96.4%
[R4] pos=(559,1165) state=follower leader=1 trust=1.00 susp=0.00 cov=32.3%/99.5%
[R4] pos=(75,1311) state=follower leader=1 trust=1.00 susp=0.00 cov=34.9%/100.0%
[R4] pos=(75,1311) state=follower leader=1 trust=1.00 susp=0.00 cov=34.9%/100.0%
[R4] pos=(75,1311) state=follower leader=1 trust=1.00 susp=0.00 cov=34.9%/100.0%
[R4] pos=(75,1311) state=follower leader=1 trust=1.00 susp=0.00 cov=34.9%/100.0%
[R4] pos=(75,1311) state=follower leader=1 trust=1.00 susp=0.00 cov=34.9%/100.0%
[R4] pos=(75,1311) state=follower leader=1 trust=1.00 susp=0.00 cov=34.9%/100.0%
[R4] pos=(75,1311) state=follower leader=1 trust=1.00 susp=0.00 cov=34.9%/100.0%
[R4] pos=(75,1311) state=follower leader=1 trust=1.00 susp=0.00 cov=34.9%/100.0%
[R4] pos=(75,1311) state=follower leader=1 trust=1.00 susp=0.00 cov=34.9%/100.0%
[R4] pos=(75,1311) state=follower leader=1 trust=1.00 susp=0.00 cov=34.9%/100.0%
[R4] pos=(75,1311) state=follower leader=1 trust=1.00 susp=0.00 cov=34.9%/100.0%
[R4] pos=(75,1311) state=follower leader=1 trust=1.00 susp=0.00 cov=34.9%/100.0%
[R4] pos=(75,1311) state=follower leader=1 trust=1.00 susp=0.00 cov=34.9%/100.0%
[R4] pos=(75,1311) state=follower leader=1 trust=1.00 susp=0.00 cov=34.9%/100.0%
[R4] pos=(75,1311) state=follower leader=1 trust=1.00 susp=0.00 cov=34.9%/100.0%
[R4] pos=(75,1311) state=follower leader=1 trust=1.00 susp=0.00 cov=34.9%/100.0%
[R4] pos=(75,1311) state=follower leader=1 trust=1.00 susp=0.00 cov=34.9%/100.0%
[R4] pos=(75,1311) state=follower leader=1 trust=1.00 susp=0.00 cov=34.9%/100.0%
