[WARN] Hardware modules not available - simulation mode
=== RAFT Baseline - Robot 4 [SIM] ===
NO TRUST. Heartbeat timeout only.

  Logging to: logs/raft_4_20260226_172504.jsonl
Initializing hardware...
  Hardware: SIMULATED
[INFO] Position socket listening on port 8104
[INFO] Peer socket listening on port 8204
[INFO] Fault socket listening on port 8304
Ready!

Running RAFT baseline... Press Ctrl+C to stop

[R4] state=follower leader=None term=0 cov=0.0%/0.0%
[R4] state=follower leader=1 term=1 cov=0.5%/0.5%
[R4] state=follower leader=1 term=1 cov=3.1%/13.0%
[R4] state=follower leader=1 term=1 cov=5.7%/26.6%
[R4] state=follower leader=1 term=1 cov=7.3%/35.4%
[R4] state=follower leader=1 term=1 cov=9.4%/44.8%
[R4] state=follower leader=1 term=1 cov=12.0%/53.6%
[R4] state=follower leader=1 term=1 cov=14.1%/64.6%
[R4] state=follower leader=1 term=1 cov=15.6%/75.5%
[R4] state=follower leader=1 term=1 cov=16.7%/84.4%
[R4] state=follower leader=1 term=1 cov=19.3%/91.7%
[R4] state=follower leader=1 term=1 cov=22.9%/94.3%
[R4] state=follower leader=1 term=1 cov=23.4%/100.0%
[R4] state=follower leader=1 term=1 cov=23.4%/100.0%
[R4] state=follower leader=1 term=1 cov=23.4%/100.0%
[R4] state=follower leader=1 term=1 cov=23.4%/100.0%
[R4] state=follower leader=1 term=1 cov=23.4%/100.0%
[R4] state=follower leader=1 term=1 cov=23.4%/100.0%
[R4] state=follower leader=1 term=1 cov=23.4%/100.0%
[R4] state=follower leader=1 term=1 cov=23.4%/100.0%
[R4] state=follower leader=1 term=1 cov=23.4%/100.0%
[R4] state=follower leader=1 term=1 cov=23.4%/100.0%
[R4] state=follower leader=1 term=1 cov=23.4%/100.0%
[R4] state=follower leader=1 term=1 cov=23.4%/100.0%
[R4] state=follower leader=1 term=1 cov=23.4%/100.0%
[R4] state=follower leader=1 term=1 cov=23.4%/100.0%
[R4] state=follower leader=1 term=1 cov=23.4%/100.0%
[R4] state=follower leader=1 term=1 cov=23.4%/100.0%
[R4] state=follower leader=1 term=1 cov=23.4%/100.0%
[R4] state=follower leader=1 term=1 cov=23.4%/100.0%
[R4] state=follower leader=1 term=1 cov=23.4%/100.0%
[R4] state=follower leader=1 term=1 cov=23.4%/100.0%
[R4] state=follower leader=1 term=1 cov=23.4%/100.0%
[R4] state=follower leader=1 term=1 cov=23.4%/100.0%
[R4] state=follower leader=1 term=1 cov=23.4%/100.0%
[R4] state=follower leader=1 term=1 cov=23.4%/100.0%
[R4] state=follower leader=1 term=1 cov=23.4%/100.0%
[R4] state=follower leader=1 term=1 cov=23.4%/100.0%
[R4] state=follower leader=1 term=1 cov=23.4%/100.0%
[R4] state=follower leader=1 term=1 cov=23.4%/100.0%
[R4] state=follower leader=1 term=1 cov=23.4%/100.0%
[R4] state=follower leader=1 term=1 cov=23.4%/100.0%
[R4] state=follower leader=1 term=1 cov=23.4%/100.0%
[R4] state=follower leader=1 term=1 cov=23.4%/100.0%
[R4] state=follower leader=1 term=1 cov=23.4%/100.0%
[R4] state=follower leader=1 term=1 cov=23.4%/100.0%
[R4] state=follower leader=1 term=1 cov=23.4%/100.0%
[R4] state=follower leader=1 term=1 cov=23.4%/100.0%
[R4] state=follower leader=1 term=1 cov=23.4%/100.0%
[R4] state=follower leader=1 term=1 cov=23.4%/100.0%
[R4] state=follower leader=1 term=1 cov=23.4%/100.0%
[R4] state=follower leader=1 term=1 cov=23.4%/100.0%
[R4] state=follower leader=1 term=1 cov=23.4%/100.0%
[R4] state=follower leader=1 term=1 cov=23.4%/100.0%
[R4] state=follower leader=1 term=1 cov=23.4%/100.0%
[R4] state=follower leader=1 term=1 cov=23.4%/100.0%
[R4] state=follower leader=1 term=1 cov=23.4%/100.0%
[R4] state=follower leader=1 term=1 cov=23.4%/100.0%
[R4] state=follower leader=1 term=1 cov=23.4%/100.0%
[R4] state=follower leader=1 term=1 cov=23.4%/100.0%
[R4] state=follower leader=1 term=1 cov=23.4%/100.0%
[R4] state=follower leader=1 term=1 cov=23.4%/100.0%
[R4] state=follower leader=1 term=1 cov=23.4%/100.0%
[R4] state=follower leader=1 term=1 cov=23.4%/100.0%
[R4] state=follower leader=1 term=1 cov=23.4%/100.0%
