[WARN] Hardware modules not available - simulation mode
=== RAFT Baseline - Robot 1 [SIM] ===
NO TRUST. Heartbeat timeout only.

  Logging to: logs/raft_1_20260226_162146.jsonl
Initializing hardware...
  Hardware: SIMULATED
[INFO] Position socket listening on port 5101
[INFO] Peer socket listening on port 5201
[INFO] Fault socket listening on port 5301
Ready!

Running RAFT baseline... Press Ctrl+C to stop

[R1] state=follower leader=None term=0 cov=0.0%/0.0%
[R1] state=follower leader=3 term=2 cov=0.5%/0.5%
[R1] state=follower leader=3 term=2 cov=2.6%/13.0%
[R1] state=follower leader=3 term=2 cov=4.2%/24.0%
[R1] state=follower leader=3 term=2 cov=5.7%/33.9%
[R1] state=follower leader=3 term=2 cov=7.8%/41.7%
[R1] state=follower leader=3 term=2 cov=9.9%/52.6%
[R1] state=follower leader=3 term=2 cov=10.9%/62.5%
[R1] state=follower leader=3 term=2 cov=13.5%/72.4%
[R1] state=follower leader=3 term=2 cov=14.6%/82.8%
[R1] state=follower leader=3 term=2 cov=17.2%/94.3%
[R1] state=follower leader=3 term=2 cov=19.3%/97.4%
[R1] state=follower leader=3 term=2 cov=22.9%/100.0%
[R1] state=follower leader=3 term=2 cov=22.9%/100.0%
[R1] state=follower leader=3 term=2 cov=22.9%/100.0%
[R1] state=follower leader=3 term=2 cov=22.9%/100.0%
[FAULT] BAD_LEADER mode - will send bad assignments (Raft CANNOT detect this)
[R1] state=follower leader=3 term=2 cov=22.9%/100.0%
[R1] state=follower leader=3 term=2 cov=22.9%/100.0%
[R1] state=follower leader=3 term=2 cov=22.9%/100.0%
[R1] state=follower leader=3 term=2 cov=22.9%/100.0%
[R1] state=follower leader=3 term=2 cov=22.9%/100.0%
[R1] state=follower leader=3 term=2 cov=22.9%/100.0%
[R1] state=follower leader=3 term=2 cov=22.9%/100.0%
[R1] state=follower leader=3 term=2 cov=22.9%/100.0%
[R1] state=follower leader=3 term=2 cov=22.9%/100.0%
[R1] state=follower leader=3 term=2 cov=22.9%/100.0%
[R1] state=follower leader=3 term=2 cov=22.9%/100.0%
[R1] state=follower leader=3 term=2 cov=22.9%/100.0%
[R1] state=follower leader=3 term=2 cov=22.9%/100.0%
