[WARN] Hardware modules not available - simulation mode
=== RAFT Baseline - Robot 2 [SIM] ===
NO TRUST. Heartbeat timeout only.

  Logging to: logs/raft_2_20260226_162136.jsonl
Initializing hardware...
  Hardware: SIMULATED
[INFO] Position socket listening on port 11102
[INFO] Peer socket listening on port 11202
[INFO] Fault socket listening on port 11302
Ready!

Running RAFT baseline... Press Ctrl+C to stop

[R2] state=follower leader=None term=0 cov=0.0%/0.0%
[R2] state=follower leader=3 term=1 cov=0.5%/0.5%
[R2] state=follower leader=3 term=1 cov=2.6%/13.0%
[R2] state=follower leader=3 term=1 cov=4.2%/22.9%
[R2] state=follower leader=3 term=1 cov=6.2%/33.9%
[R2] state=follower leader=3 term=1 cov=8.3%/47.4%
[R2] state=follower leader=3 term=1 cov=10.4%/57.3%
[R2] state=follower leader=3 term=1 cov=13.0%/67.2%
[R2] state=follower leader=3 term=1 cov=14.6%/75.5%
[R2] state=follower leader=3 term=1 cov=16.1%/84.9%
[R2] state=follower leader=3 term=1 cov=17.7%/92.2%
[R2] state=follower leader=3 term=1 cov=19.3%/97.4%
[R2] state=follower leader=3 term=1 cov=20.3%/99.5%
[R2] state=follower leader=3 term=1 cov=20.3%/100.0%
[R2] state=follower leader=3 term=1 cov=20.8%/100.0%
[R2] state=follower leader=3 term=1 cov=20.8%/100.0%
[R2] state=follower leader=3 term=1 cov=20.8%/100.0%
[R2] state=follower leader=3 term=1 cov=20.8%/100.0%
[R2] state=follower leader=3 term=1 cov=20.8%/100.0%
[R2] state=follower leader=3 term=1 cov=20.8%/100.0%
[R2] state=follower leader=3 term=1 cov=20.8%/100.0%
[R2] state=follower leader=3 term=1 cov=20.8%/100.0%
[R2] state=follower leader=3 term=1 cov=20.8%/100.0%
[R2] state=follower leader=3 term=1 cov=20.8%/100.0%
[R2] state=follower leader=3 term=1 cov=20.8%/100.0%
[R2] state=follower leader=3 term=1 cov=20.8%/100.0%
[R2] state=follower leader=3 term=1 cov=20.8%/100.0%
[R2] state=follower leader=3 term=1 cov=20.8%/100.0%
[R2] state=follower leader=3 term=1 cov=20.8%/100.0%
[R2] state=follower leader=3 term=1 cov=20.8%/100.0%
[R2] state=follower leader=3 term=1 cov=20.8%/100.0%
[R2] state=follower leader=3 term=1 cov=20.8%/100.0%
[R2] state=follower leader=3 term=1 cov=20.8%/100.0%
[R2] state=follower leader=3 term=1 cov=20.8%/100.0%
[R2] state=follower leader=3 term=1 cov=20.8%/100.0%
[R2] state=follower leader=3 term=1 cov=20.8%/100.0%
[R2] state=follower leader=3 term=1 cov=20.8%/100.0%
[R2] state=follower leader=3 term=1 cov=20.8%/100.0%
[R2] state=follower leader=3 term=1 cov=20.8%/100.0%
[R2] state=follower leader=3 term=1 cov=20.8%/100.0%
[R2] state=follower leader=3 term=1 cov=20.8%/100.0%
[R2] state=follower leader=3 term=1 cov=20.8%/100.0%
[R2] state=follower leader=3 term=1 cov=20.8%/100.0%
[R2] state=follower leader=3 term=1 cov=20.8%/100.0%
[R2] state=follower leader=3 term=1 cov=20.8%/100.0%
[R2] state=follower leader=3 term=1 cov=20.8%/100.0%
[R2] state=follower leader=3 term=1 cov=20.8%/100.0%
[R2] state=follower leader=3 term=1 cov=20.8%/100.0%
[R2] state=follower leader=3 term=1 cov=20.8%/100.0%
[R2] state=follower leader=3 term=1 cov=20.8%/100.0%
[R2] state=follower leader=3 term=1 cov=20.8%/100.0%
[R2] state=follower leader=3 term=1 cov=20.8%/100.0%
[R2] state=follower leader=3 term=1 cov=20.8%/100.0%
[R2] state=follower leader=3 term=1 cov=20.8%/100.0%
[R2] state=follower leader=3 term=1 cov=20.8%/100.0%
[R2] state=follower leader=3 term=1 cov=20.8%/100.0%
[R2] state=follower leader=3 term=1 cov=20.8%/100.0%
[R2] state=follower leader=3 term=1 cov=20.8%/100.0%
[R2] state=follower leader=3 term=1 cov=20.8%/100.0%
[R2] state=follower leader=3 term=1 cov=20.8%/100.0%
[R2] state=follower leader=3 term=1 cov=20.8%/100.0%
[R2] state=follower leader=3 term=1 cov=20.8%/100.0%
[R2] state=follower leader=3 term=1 cov=20.8%/100.0%
[R2] state=follower leader=3 term=1 cov=20.8%/100.0%
[R2] state=follower leader=3 term=1 cov=20.8%/100.0%
[R2] state=follower leader=3 term=1 cov=20.8%/100.0%
[R2] state=follower leader=3 term=1 cov=20.8%/100.0%
[R2] state=follower leader=3 term=1 cov=20.8%/100.0%
[R2] state=follower leader=3 term=1 cov=20.8%/100.0%
