[WARN] Hardware modules not available - simulation mode
=== RAFT Baseline - Robot 1 [SIM] ===
NO TRUST. Heartbeat timeout only.

  Logging to: logs/raft_1_20260226_193148.jsonl
Initializing hardware...
  Hardware: SIMULATED
[INFO] Position socket listening on port 5101
[INFO] Peer socket listening on port 5201
[INFO] Fault socket listening on port 5301
Ready!

Running RAFT baseline... Press Ctrl+C to stop

[R1] state=follower leader=None term=0 cov=0.0%/0.0%
[R1] state=follower leader=2 term=1 cov=0.5%/0.5%
[R1] state=follower leader=2 term=1 cov=3.1%/13.5%
[R1] state=follower leader=2 term=1 cov=5.2%/25.0%
[R1] state=follower leader=2 term=1 cov=7.3%/31.8%
[R1] state=follower leader=2 term=1 cov=9.4%/40.1%
[R1] state=follower leader=2 term=1 cov=11.5%/45.8%
[R1] state=follower leader=2 term=1 cov=14.6%/51.0%
[R1] state=follower leader=2 term=1 cov=16.1%/52.6%
[R1] state=follower leader=2 term=1 cov=18.8%/55.2%
[R1] state=follower leader=2 term=1 cov=21.9%/61.5%
[R1] state=follower leader=2 term=1 cov=23.4%/65.6%
[R1] state=follower leader=2 term=1 cov=25.0%/68.2%
[R1] state=follower leader=2 term=1 cov=27.1%/71.9%
[R1] state=follower leader=2 term=1 cov=28.1%/75.5%
[R1] state=follower leader=2 term=1 cov=29.2%/80.2%
[FAULT] Injected: spin
[R1] state=follower leader=2 term=1 cov=31.2%/82.3%
[R1] state=follower leader=2 term=1 cov=31.2%/83.3%
[R1] state=follower leader=2 term=1 cov=31.2%/85.4%
[R1] state=follower leader=2 term=1 cov=31.2%/87.0%
[R1] state=follower leader=2 term=1 cov=31.2%/87.0%
[R1] state=follower leader=2 term=1 cov=31.2%/87.5%
[R1] state=follower leader=2 term=1 cov=31.2%/87.5%
[R1] state=follower leader=2 term=1 cov=31.2%/87.5%
[R1] state=follower leader=2 term=1 cov=31.2%/87.5%
[R1] state=follower leader=2 term=1 cov=31.2%/87.5%
[R1] state=follower leader=2 term=1 cov=31.2%/87.5%
[R1] state=follower leader=2 term=1 cov=31.2%/87.5%
[R1] state=follower leader=2 term=1 cov=31.2%/87.5%
[R1] state=follower leader=2 term=1 cov=31.2%/87.5%
[R1] state=follower leader=2 term=1 cov=31.2%/87.5%
[R1] state=follower leader=2 term=1 cov=31.2%/87.5%
[R1] state=follower leader=2 term=1 cov=31.2%/87.5%
[R1] state=follower leader=2 term=1 cov=31.2%/87.5%
[R1] state=follower leader=2 term=1 cov=31.2%/87.5%
[R1] state=follower leader=2 term=1 cov=31.2%/87.5%
[R1] state=follower leader=2 term=1 cov=31.2%/87.5%
[R1] state=follower leader=2 term=1 cov=31.2%/87.5%
[R1] state=follower leader=2 term=1 cov=31.2%/87.5%
[R1] state=follower leader=2 term=1 cov=31.2%/90.6%
[R1] state=follower leader=2 term=1 cov=31.2%/91.7%
[R1] state=follower leader=2 term=1 cov=31.2%/92.2%
[R1] state=follower leader=2 term=1 cov=31.2%/93.8%
[R1] state=follower leader=2 term=1 cov=31.2%/97.9%
[R1] state=follower leader=2 term=1 cov=31.2%/100.0%
[R1] state=follower leader=2 term=1 cov=31.2%/100.0%
[R1] state=follower leader=2 term=1 cov=31.2%/100.0%
[R1] state=follower leader=2 term=1 cov=31.2%/100.0%
[R1] state=follower leader=2 term=1 cov=31.2%/100.0%
[R1] state=follower leader=2 term=1 cov=31.2%/100.0%
[R1] state=follower leader=2 term=1 cov=31.2%/100.0%
[R1] state=follower leader=2 term=1 cov=31.2%/100.0%
[R1] state=follower leader=2 term=1 cov=31.2%/100.0%
[R1] state=follower leader=2 term=1 cov=31.2%/100.0%
[R1] state=follower leader=2 term=1 cov=31.2%/100.0%
[R1] state=follower leader=2 term=1 cov=31.2%/100.0%
[R1] state=follower leader=2 term=1 cov=31.2%/100.0%
[R1] state=follower leader=2 term=1 cov=31.2%/100.0%
[R1] state=follower leader=2 term=1 cov=31.2%/100.0%
[R1] state=follower leader=2 term=1 cov=31.2%/100.0%
[R1] state=follower leader=2 term=1 cov=31.2%/100.0%
[R1] state=follower leader=2 term=1 cov=31.2%/100.0%
[R1] state=follower leader=2 term=1 cov=31.2%/100.0%
[R1] state=follower leader=2 term=1 cov=31.2%/100.0%
[R1] state=follower leader=2 term=1 cov=31.2%/100.0%
[R1] state=follower leader=2 term=1 cov=31.2%/100.0%
[R1] state=follower leader=2 term=1 cov=31.2%/100.0%
[R1] state=follower leader=2 term=1 cov=31.2%/100.0%
[R1] state=follower leader=2 term=1 cov=31.2%/100.0%
[R1] state=follower leader=2 term=1 cov=31.2%/100.0%
[R1] state=follower leader=2 term=1 cov=31.2%/100.0%
[R1] state=follower leader=2 term=1 cov=31.2%/100.0%
[R1] state=follower leader=2 term=1 cov=31.2%/100.0%
[R1] state=follower leader=2 term=1 cov=31.2%/100.0%
[R1] state=follower leader=2 term=1 cov=31.2%/100.0%
[R1] state=follower leader=2 term=1 cov=31.2%/100.0%
[R1] state=follower leader=2 term=1 cov=31.2%/100.0%
[R1] state=follower leader=2 term=1 cov=31.2%/100.0%
[R1] state=follower leader=2 term=1 cov=31.2%/100.0%
[R1] state=follower leader=2 term=1 cov=31.2%/100.0%
[R1] state=follower leader=2 term=1 cov=31.2%/100.0%
[R1] state=follower leader=2 term=1 cov=31.2%/100.0%
[R1] state=follower leader=2 term=1 cov=31.2%/100.0%
[R1] state=follower leader=2 term=1 cov=31.2%/100.0%
[R1] state=follower leader=2 term=1 cov=31.2%/100.0%
[R1] state=follower leader=2 term=1 cov=31.2%/100.0%
