[WARN] Hardware modules not available - running in simulation mode
=== REIP Node - Robot 2 [SIM (unique ports)] ===
Trust Model: Three-tier confidence-weighted
  Personal: 1.0, ToF: 1.0, Peer: 0.3
  Suspicion threshold: 1.5, Recovery: 0.1

  Logging to: logs/robot_2_20260226_212147.jsonl
Initializing hardware...
  Hardware: SIMULATED
[INFO] Position socket listening on port 8102
[INFO] Peer socket listening on port 8202
[INFO] Fault socket listening on port 8302
Ready!

=== DECENTRALIZED MODE - No leader coordination ===
=== Detection Bounds: T1=2 cmds, T3=8 cmds | Impeachment: T1=8 cmds, T3=32 cmds ===
Running... Press Ctrl+C to stop

[R2] pos=(0,0) state=exploring leader=None trust=1.00 susp=0.00 cov=0.0%/0.0%
[R2] pos=(403,691) state=exploring leader=None trust=1.00 susp=0.00 cov=0.5%/0.5%
[R2] pos=(119,671) state=exploring leader=None trust=1.00 susp=0.00 cov=2.6%/15.6%
[R2] pos=(546,814) state=exploring leader=None trust=1.00 susp=0.00 cov=4.2%/24.0%
[R2] pos=(812,779) state=exploring leader=None trust=1.00 susp=0.00 cov=7.8%/34.4%
[R2] pos=(672,1192) state=exploring leader=None trust=1.00 susp=0.00 cov=12.0%/46.4%
[R2] pos=(987,1310) state=exploring leader=None trust=1.00 susp=0.00 cov=15.1%/50.0%
[R2] pos=(1062,1313) state=exploring leader=None trust=1.00 susp=0.00 cov=15.6%/52.6%
[R2] pos=(938,1313) state=exploring leader=None trust=1.00 susp=0.00 cov=15.6%/54.2%
[R2] pos=(1313,1317) state=exploring leader=None trust=1.00 susp=0.00 cov=17.2%/59.9%
[R2] pos=(1437,675) state=exploring leader=None trust=1.00 susp=0.00 cov=20.3%/70.3%
[R2] pos=(1313,145) state=exploring leader=None trust=1.00 susp=0.00 cov=22.9%/80.7%
[R2] pos=(1737,194) state=exploring leader=None trust=1.00 susp=0.00 cov=26.6%/88.0%
[R2] pos=(1925,493) state=exploring leader=None trust=1.00 susp=0.00 cov=29.2%/94.3%
[R2] pos=(1925,1420) state=exploring leader=None trust=1.00 susp=0.00 cov=33.3%/99.0%
[R2] pos=(1089,834) state=exploring leader=None trust=1.00 susp=0.00 cov=37.0%/99.5%
[R2] pos=(1089,1187) state=exploring leader=None trust=1.00 susp=0.00 cov=38.5%/100.0%
[R2] pos=(953,1296) state=exploring leader=None trust=1.00 susp=0.00 cov=38.5%/100.0%
[R2] pos=(938,1296) state=exploring leader=None trust=1.00 susp=0.00 cov=38.5%/100.0%
[R2] pos=(938,1296) state=exploring leader=None trust=1.00 susp=0.00 cov=38.5%/100.0%
[R2] pos=(938,1296) state=exploring leader=None trust=1.00 susp=0.00 cov=38.5%/100.0%
[R2] pos=(938,1296) state=exploring leader=None trust=1.00 susp=0.00 cov=38.5%/100.0%
[R2] pos=(938,1296) state=exploring leader=None trust=1.00 susp=0.00 cov=38.5%/100.0%
[R2] pos=(938,1296) state=exploring leader=None trust=1.00 susp=0.00 cov=38.5%/100.0%
[R2] pos=(938,1296) state=exploring leader=None trust=1.00 susp=0.00 cov=38.5%/100.0%
[R2] pos=(938,1296) state=exploring leader=None trust=1.00 susp=0.00 cov=38.5%/100.0%
[R2] pos=(938,1296) state=exploring leader=None trust=1.00 susp=0.00 cov=38.5%/100.0%
[R2] pos=(938,1296) state=exploring leader=None trust=1.00 susp=0.00 cov=38.5%/100.0%
[R2] pos=(938,1296) state=exploring leader=None trust=1.00 susp=0.00 cov=38.5%/100.0%
[R2] pos=(938,1296) state=exploring leader=None trust=1.00 susp=0.00 cov=38.5%/100.0%
[R2] pos=(938,1296) state=exploring leader=None trust=1.00 susp=0.00 cov=38.5%/100.0%
[R2] pos=(938,1296) state=exploring leader=None trust=1.00 susp=0.00 cov=38.5%/100.0%
[R2] pos=(938,1296) state=exploring leader=None trust=1.00 susp=0.00 cov=38.5%/100.0%
