[WARN] Hardware modules not available - simulation mode
=== RAFT Baseline - Robot 1 [SIM] ===
NO TRUST. Heartbeat timeout only.

  Logging to: logs/raft_1_20260227_173932.jsonl
Initializing hardware...
  Hardware: SIMULATED
[INFO] Position socket listening on port 5101
[INFO] Peer socket listening on port 5201
[INFO] Fault socket listening on port 5301
Ready!

Running RAFT baseline... Press Ctrl+C to stop

[R1] state=follower leader=None term=0 cov=0.0%/0.0%
[R1] state=follower leader=4 term=1 cov=0.5%/0.5%
[R1] state=follower leader=4 term=1 cov=1.6%/7.8%
[R1] state=follower leader=4 term=1 cov=3.1%/17.2%
[R1] state=follower leader=4 term=1 cov=4.2%/26.0%
[R1] state=follower leader=4 term=1 cov=6.2%/35.4%
[R1] state=follower leader=4 term=1 cov=7.3%/41.7%
[R1] state=follower leader=4 term=1 cov=8.3%/46.9%
[R1] state=follower leader=4 term=1 cov=8.9%/50.0%
[R1] state=follower leader=4 term=1 cov=10.4%/54.7%
[R1] state=follower leader=4 term=1 cov=11.5%/55.7%
[R1] state=follower leader=4 term=1 cov=12.5%/58.3%
[R1] state=follower leader=4 term=1 cov=13.5%/60.4%
[R1] state=follower leader=4 term=1 cov=14.6%/63.5%
[R1] state=follower leader=4 term=1 cov=15.1%/64.6%
[R1] state=follower leader=4 term=1 cov=15.6%/66.1%
[R1] state=follower leader=4 term=1 cov=15.6%/66.1%
[R1] state=follower leader=4 term=1 cov=15.6%/66.1%
[R1] state=follower leader=4 term=1 cov=15.6%/66.1%
[R1] state=follower leader=4 term=1 cov=15.6%/66.1%
[R1] state=follower leader=4 term=1 cov=15.6%/66.1%
[R1] state=follower leader=4 term=1 cov=15.6%/66.1%
[R1] state=follower leader=4 term=1 cov=15.6%/66.1%
[R1] state=follower leader=4 term=1 cov=15.6%/66.1%
[R1] state=follower leader=4 term=1 cov=15.6%/66.1%
[R1] state=follower leader=4 term=1 cov=15.6%/66.1%
[R1] state=follower leader=4 term=1 cov=15.6%/66.1%
[R1] state=follower leader=4 term=1 cov=15.6%/66.1%
[R1] state=follower leader=4 term=1 cov=15.6%/66.1%
[R1] state=follower leader=4 term=1 cov=15.6%/66.1%
[R1] state=follower leader=4 term=1 cov=15.6%/66.1%
[R1] state=follower leader=4 term=1 cov=15.6%/66.1%
[R1] state=follower leader=4 term=1 cov=15.6%/66.1%
[R1] state=follower leader=4 term=1 cov=15.6%/66.1%
[R1] state=follower leader=4 term=1 cov=15.6%/66.1%
[R1] state=follower leader=4 term=1 cov=15.6%/66.1%
[R1] state=follower leader=4 term=1 cov=15.6%/66.1%
[R1] state=follower leader=4 term=1 cov=16.7%/68.8%
[R1] state=follower leader=4 term=1 cov=18.2%/72.4%
[R1] state=follower leader=4 term=1 cov=19.8%/76.0%
[R1] state=follower leader=4 term=1 cov=21.4%/80.2%
[R1] state=follower leader=4 term=1 cov=22.9%/83.9%
[R1] state=follower leader=4 term=1 cov=24.5%/87.5%
[R1] state=follower leader=4 term=1 cov=25.0%/89.1%
[R1] state=follower leader=4 term=1 cov=25.0%/89.1%
[R1] state=follower leader=4 term=1 cov=25.0%/89.6%
[R1] state=follower leader=4 term=1 cov=25.0%/89.6%
[R1] state=follower leader=4 term=1 cov=25.0%/89.6%
[R1] state=follower leader=4 term=1 cov=25.0%/89.6%
[R1] state=follower leader=4 term=1 cov=25.0%/89.6%
[R1] state=follower leader=4 term=1 cov=25.0%/89.6%
[R1] state=follower leader=4 term=1 cov=25.0%/89.6%
[R1] state=follower leader=4 term=1 cov=25.5%/90.6%
[R1] state=follower leader=4 term=1 cov=26.0%/92.7%
[R1] state=follower leader=4 term=1 cov=27.1%/94.8%
[R1] state=follower leader=4 term=1 cov=27.1%/94.8%
[R1] state=follower leader=4 term=1 cov=27.1%/94.8%
[R1] state=follower leader=4 term=1 cov=28.1%/96.4%
[R1] state=follower leader=4 term=1 cov=28.6%/96.9%
[R1] state=follower leader=4 term=1 cov=28.6%/96.9%
[R1] state=follower leader=4 term=1 cov=28.6%/96.9%
[R1] state=follower leader=4 term=1 cov=28.6%/96.9%
[R1] state=follower leader=4 term=1 cov=28.6%/96.9%
[R1] state=follower leader=4 term=1 cov=28.6%/96.9%
[R1] state=follower leader=4 term=1 cov=28.6%/96.9%
[R1] state=follower leader=4 term=1 cov=28.6%/96.9%
[R1] state=follower leader=4 term=1 cov=28.6%/96.9%
[R1] state=follower leader=4 term=1 cov=28.6%/96.9%
[R1] state=follower leader=4 term=1 cov=28.6%/96.9%
[R1] state=follower leader=4 term=1 cov=28.6%/96.9%
[R1] state=follower leader=4 term=1 cov=28.6%/96.9%
[R1] state=follower leader=4 term=1 cov=28.6%/96.9%
[R1] state=follower leader=4 term=1 cov=28.6%/96.9%
[R1] state=follower leader=4 term=1 cov=28.6%/96.9%
[R1] state=follower leader=4 term=1 cov=28.6%/96.9%
[R1] state=follower leader=4 term=1 cov=28.6%/96.9%
[R1] state=follower leader=4 term=1 cov=28.6%/96.9%
[R1] state=follower leader=4 term=1 cov=28.6%/96.9%
[R1] state=follower leader=4 term=1 cov=28.6%/96.9%
[R1] state=follower leader=4 term=1 cov=28.6%/96.9%
