[WARN] Hardware modules not available - simulation mode
=== RAFT Baseline - Robot 2 [SIM] ===
NO TRUST. Heartbeat timeout only.

  Logging to: logs/raft_2_20260227_173932.jsonl
Initializing hardware...
  Hardware: SIMULATED
[INFO] Position socket listening on port 5102
[INFO] Peer socket listening on port 5202
[INFO] Fault socket listening on port 5302
Ready!

Running RAFT baseline... Press Ctrl+C to stop

[R2] state=follower leader=None term=0 cov=0.0%/0.0%
[R2] state=follower leader=4 term=1 cov=0.5%/0.5%
[R2] state=follower leader=4 term=1 cov=2.1%/7.8%
[R2] state=follower leader=4 term=1 cov=3.6%/17.2%
[R2] state=follower leader=4 term=1 cov=5.2%/26.0%
[R2] state=follower leader=4 term=1 cov=6.8%/35.4%
[R2] state=follower leader=4 term=1 cov=7.8%/41.7%
[R2] state=follower leader=4 term=1 cov=8.9%/46.9%
[R2] state=follower leader=4 term=1 cov=9.4%/50.0%
[R2] state=follower leader=4 term=1 cov=10.9%/54.7%
[R2] state=follower leader=4 term=1 cov=12.5%/55.2%
[R2] state=follower leader=4 term=1 cov=13.5%/58.3%
[R2] state=follower leader=4 term=1 cov=15.1%/60.4%
[R2] state=follower leader=4 term=1 cov=16.7%/63.5%
[R2] state=follower leader=4 term=1 cov=17.2%/64.6%
[R2] state=follower leader=4 term=1 cov=17.7%/66.1%
[R2] state=follower leader=4 term=1 cov=17.7%/66.1%
[R2] state=follower leader=4 term=1 cov=17.7%/66.1%
[R2] state=follower leader=4 term=1 cov=17.7%/66.1%
[R2] state=follower leader=4 term=1 cov=17.7%/66.1%
[R2] state=follower leader=4 term=1 cov=17.7%/66.1%
[R2] state=follower leader=4 term=1 cov=17.7%/66.1%
[R2] state=follower leader=4 term=1 cov=17.7%/66.1%
[R2] state=follower leader=4 term=1 cov=17.7%/66.1%
[R2] state=follower leader=4 term=1 cov=17.7%/66.1%
[R2] state=follower leader=4 term=1 cov=17.7%/66.1%
[R2] state=follower leader=4 term=1 cov=17.7%/66.1%
[R2] state=follower leader=4 term=1 cov=17.7%/66.1%
[R2] state=follower leader=4 term=1 cov=17.7%/66.1%
[R2] state=follower leader=4 term=1 cov=17.7%/66.1%
[R2] state=follower leader=4 term=1 cov=17.7%/66.1%
[R2] state=follower leader=4 term=1 cov=17.7%/66.1%
[R2] state=follower leader=4 term=1 cov=17.7%/66.1%
[R2] state=follower leader=4 term=1 cov=17.7%/66.1%
[R2] state=follower leader=4 term=1 cov=17.7%/66.1%
[R2] state=follower leader=4 term=1 cov=17.7%/66.1%
[R2] state=follower leader=4 term=1 cov=17.7%/66.1%
[R2] state=follower leader=4 term=1 cov=18.2%/68.8%
[R2] state=follower leader=4 term=1 cov=19.3%/72.4%
[R2] state=follower leader=4 term=1 cov=20.3%/76.6%
[R2] state=follower leader=4 term=1 cov=22.4%/80.7%
[R2] state=follower leader=4 term=1 cov=23.4%/83.3%
[R2] state=follower leader=4 term=1 cov=24.5%/87.5%
[R2] state=follower leader=4 term=1 cov=25.5%/89.1%
[R2] state=follower leader=4 term=1 cov=25.5%/89.1%
[R2] state=follower leader=4 term=1 cov=26.0%/89.6%
[R2] state=follower leader=4 term=1 cov=26.0%/89.6%
[R2] state=follower leader=4 term=1 cov=26.0%/89.6%
[R2] state=follower leader=4 term=1 cov=26.0%/89.6%
[R2] state=follower leader=4 term=1 cov=26.0%/89.6%
[R2] state=follower leader=4 term=1 cov=26.0%/89.6%
[R2] state=follower leader=4 term=1 cov=26.0%/89.6%
[R2] state=follower leader=4 term=1 cov=26.6%/90.6%
[R2] state=follower leader=4 term=1 cov=27.6%/92.7%
[R2] state=follower leader=4 term=1 cov=28.6%/94.8%
[R2] state=follower leader=4 term=1 cov=28.6%/94.8%
[R2] state=follower leader=4 term=1 cov=28.6%/94.8%
[R2] state=follower leader=4 term=1 cov=29.2%/96.4%
[R2] state=follower leader=4 term=1 cov=29.7%/96.9%
[R2] state=follower leader=4 term=1 cov=29.7%/96.9%
[R2] state=follower leader=4 term=1 cov=29.7%/96.9%
[R2] state=follower leader=4 term=1 cov=29.7%/96.9%
[R2] state=follower leader=4 term=1 cov=29.7%/96.9%
[R2] state=follower leader=4 term=1 cov=29.7%/96.9%
[R2] state=follower leader=4 term=1 cov=29.7%/96.9%
[R2] state=follower leader=4 term=1 cov=29.7%/96.9%
[R2] state=follower leader=4 term=1 cov=29.7%/96.9%
[R2] state=follower leader=4 term=1 cov=29.7%/96.9%
[R2] state=follower leader=4 term=1 cov=29.7%/96.9%
[R2] state=follower leader=4 term=1 cov=29.7%/96.9%
[R2] state=follower leader=4 term=1 cov=29.7%/96.9%
[R2] state=follower leader=4 term=1 cov=29.7%/96.9%
[R2] state=follower leader=4 term=1 cov=29.7%/96.9%
[R2] state=follower leader=4 term=1 cov=29.7%/96.9%
[R2] state=follower leader=4 term=1 cov=29.7%/96.9%
[R2] state=follower leader=4 term=1 cov=29.7%/96.9%
[R2] state=follower leader=4 term=1 cov=29.7%/96.9%
[R2] state=follower leader=4 term=1 cov=29.7%/96.9%
[R2] state=follower leader=4 term=1 cov=29.7%/96.9%
[R2] state=follower leader=4 term=1 cov=29.7%/96.9%
