[WARN] Hardware modules not available - simulation mode
=== RAFT Baseline - Robot 5 [SIM] ===
NO TRUST. Heartbeat timeout only.

  Logging to: logs/raft_5_20260227_173932.jsonl
Initializing hardware...
  Hardware: SIMULATED
[INFO] Position socket listening on port 5105
[INFO] Peer socket listening on port 5205
[INFO] Fault socket listening on port 5305
Ready!

Running RAFT baseline... Press Ctrl+C to stop

[R5] state=follower leader=None term=0 cov=0.0%/0.0%
[R5] state=follower leader=4 term=1 cov=0.5%/1.0%
[R5] state=follower leader=4 term=1 cov=1.6%/7.8%
[R5] state=follower leader=4 term=1 cov=3.6%/17.2%
[R5] state=follower leader=4 term=1 cov=5.7%/26.6%
[R5] state=follower leader=4 term=1 cov=7.3%/35.4%
[R5] state=follower leader=4 term=1 cov=8.3%/41.7%
[R5] state=follower leader=4 term=1 cov=9.4%/47.4%
[R5] state=follower leader=4 term=1 cov=9.4%/50.0%
[R5] state=follower leader=4 term=1 cov=9.4%/54.7%
[R5] state=follower leader=4 term=1 cov=9.9%/55.7%
[R5] state=follower leader=4 term=1 cov=11.5%/58.3%
[R5] state=follower leader=4 term=1 cov=13.5%/60.4%
[R5] state=follower leader=4 term=1 cov=16.1%/63.5%
[R5] state=follower leader=4 term=1 cov=17.2%/64.6%
[R5] state=follower leader=4 term=1 cov=17.7%/66.1%
[R5] state=follower leader=4 term=1 cov=17.7%/66.1%
[R5] state=follower leader=4 term=1 cov=17.7%/66.1%
[R5] state=follower leader=4 term=1 cov=17.7%/66.1%
[R5] state=follower leader=4 term=1 cov=17.7%/66.1%
[R5] state=follower leader=4 term=1 cov=17.7%/66.1%
[R5] state=follower leader=4 term=1 cov=17.7%/66.1%
[R5] state=follower leader=4 term=1 cov=17.7%/66.1%
[R5] state=follower leader=4 term=1 cov=17.7%/66.1%
[R5] state=follower leader=4 term=1 cov=17.7%/66.1%
[R5] state=follower leader=4 term=1 cov=17.7%/66.1%
[R5] state=follower leader=4 term=1 cov=17.7%/66.1%
[R5] state=follower leader=4 term=1 cov=17.7%/66.1%
[R5] state=follower leader=4 term=1 cov=17.7%/66.1%
[R5] state=follower leader=4 term=1 cov=17.7%/66.1%
[R5] state=follower leader=4 term=1 cov=17.7%/66.1%
[R5] state=follower leader=4 term=1 cov=17.7%/66.1%
[R5] state=follower leader=4 term=1 cov=17.7%/66.1%
[R5] state=follower leader=4 term=1 cov=17.7%/66.1%
[R5] state=follower leader=4 term=1 cov=17.7%/66.1%
[R5] state=follower leader=4 term=1 cov=17.7%/66.1%
[R5] state=follower leader=4 term=1 cov=17.7%/66.1%
[R5] state=follower leader=4 term=1 cov=18.8%/68.8%
[R5] state=follower leader=4 term=1 cov=20.3%/72.4%
[R5] state=follower leader=4 term=1 cov=22.4%/76.6%
[R5] state=follower leader=4 term=1 cov=24.0%/80.2%
[R5] state=follower leader=4 term=1 cov=25.5%/84.4%
[R5] state=follower leader=4 term=1 cov=26.6%/87.5%
[R5] state=follower leader=4 term=1 cov=27.6%/89.1%
[R5] state=follower leader=4 term=1 cov=27.6%/89.1%
[R5] state=follower leader=4 term=1 cov=27.6%/89.6%
[R5] state=follower leader=4 term=1 cov=27.6%/89.6%
[R5] state=follower leader=4 term=1 cov=27.6%/89.6%
[R5] state=follower leader=4 term=1 cov=27.6%/89.6%
[R5] state=follower leader=4 term=1 cov=27.6%/89.6%
[R5] state=follower leader=4 term=1 cov=27.6%/89.6%
[R5] state=follower leader=4 term=1 cov=27.6%/89.6%
[R5] state=follower leader=4 term=1 cov=28.1%/90.6%
[R5] state=follower leader=4 term=1 cov=29.7%/92.7%
[R5] state=follower leader=4 term=1 cov=30.7%/94.8%
[R5] state=follower leader=4 term=1 cov=30.7%/94.8%
[R5] state=follower leader=4 term=1 cov=30.7%/94.8%
[R5] state=follower leader=4 term=1 cov=31.8%/96.4%
[R5] state=follower leader=4 term=1 cov=32.8%/96.9%
[R5] state=follower leader=4 term=1 cov=32.8%/96.9%
[R5] state=follower leader=4 term=1 cov=32.8%/96.9%
[R5] state=follower leader=4 term=1 cov=32.8%/96.9%
[R5] state=follower leader=4 term=1 cov=32.8%/96.9%
[R5] state=follower leader=4 term=1 cov=32.8%/96.9%
[R5] state=follower leader=4 term=1 cov=32.8%/96.9%
[R5] state=follower leader=4 term=1 cov=32.8%/96.9%
[R5] state=follower leader=4 term=1 cov=32.8%/96.9%
[R5] state=follower leader=4 term=1 cov=32.8%/96.9%
[R5] state=follower leader=4 term=1 cov=32.8%/96.9%
[R5] state=follower leader=4 term=1 cov=32.8%/96.9%
[R5] state=follower leader=4 term=1 cov=32.8%/96.9%
[R5] state=follower leader=4 term=1 cov=32.8%/96.9%
[R5] state=follower leader=4 term=1 cov=32.8%/96.9%
[R5] state=follower leader=4 term=1 cov=32.8%/96.9%
[R5] state=follower leader=4 term=1 cov=32.8%/96.9%
[R5] state=follower leader=4 term=1 cov=32.8%/96.9%
[R5] state=follower leader=4 term=1 cov=32.8%/96.9%
[R5] state=follower leader=4 term=1 cov=32.8%/96.9%
[R5] state=follower leader=4 term=1 cov=32.8%/96.9%
[R5] state=follower leader=4 term=1 cov=32.8%/96.9%
