[WARN] Hardware modules not available - simulation mode
=== RAFT Baseline - Robot 5 [SIM] ===
NO TRUST. Heartbeat timeout only.

  Logging to: logs/raft_5_20260226_161324.jsonl
Initializing hardware...
  Hardware: SIMULATED
[INFO] Position socket listening on port 7105
[INFO] Peer socket listening on port 7205
[INFO] Fault socket listening on port 7305
Ready!

Running RAFT baseline... Press Ctrl+C to stop

[R5] state=follower leader=None term=0 cov=0.0%/0.0%
[R5] state=follower leader=4 term=1 cov=0.5%/0.5%
[R5] state=follower leader=4 term=1 cov=3.1%/14.6%
[R5] state=follower leader=4 term=1 cov=5.7%/25.5%
[R5] state=follower leader=4 term=1 cov=7.8%/36.5%
[R5] state=follower leader=4 term=1 cov=10.4%/46.9%
[R5] state=follower leader=4 term=1 cov=12.5%/56.8%
[R5] state=follower leader=4 term=1 cov=14.6%/65.6%
[R5] state=follower leader=4 term=1 cov=18.2%/74.0%
[R5] state=follower leader=4 term=1 cov=20.8%/83.3%
[R5] state=follower leader=4 term=1 cov=22.9%/91.7%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
[R5] state=follower leader=4 term=1 cov=25.0%/100.0%
