[WARN] Hardware modules not available - running in simulation mode
=== REIP Node - Robot 1 [SIM (unique ports)] ===
Trust Model: Three-tier confidence-weighted
  Personal: 1.0, ToF: 1.0, Peer: 0.3
  Suspicion threshold: 1.5, Recovery: 0.1

  Logging to: logs/robot_1_20260226_211656.jsonl
Initializing hardware...
  Hardware: SIMULATED
[INFO] Position socket listening on port 10101
[INFO] Peer socket listening on port 10201
[INFO] Fault socket listening on port 10301
Ready!

=== DECENTRALIZED MODE - No leader coordination ===
=== Detection Bounds: T1=2 cmds, T3=8 cmds | Impeachment: T1=8 cmds, T3=32 cmds ===
Running... Press Ctrl+C to stop

[R1] pos=(0,0) state=exploring leader=None trust=1.00 susp=0.00 cov=0.0%/0.0%
[R1] pos=(554,209) state=exploring leader=None trust=1.00 susp=0.00 cov=0.5%/0.5%
[R1] pos=(75,75) state=exploring leader=None trust=1.00 susp=0.00 cov=3.1%/17.7%
[R1] pos=(688,175) state=exploring leader=None trust=1.00 susp=0.00 cov=6.2%/29.2%
[R1] pos=(839,75) state=exploring leader=None trust=1.00 susp=0.00 cov=7.8%/37.0%
[R1] pos=(901,278) state=exploring leader=None trust=1.00 susp=0.00 cov=9.9%/46.4%
[R1] pos=(901,406) state=exploring leader=None trust=1.00 susp=0.00 cov=9.9%/47.9%
[FAULT] Motor fault injected: spin
[R1] pos=(901,355) state=exploring leader=None trust=1.00 susp=0.00 cov=9.9%/52.1%
[R1] pos=(901,355) state=exploring leader=None trust=1.00 susp=0.00 cov=9.9%/54.7%
[R1] pos=(901,355) state=exploring leader=None trust=1.00 susp=0.00 cov=9.9%/57.8%
[R1] pos=(901,355) state=exploring leader=None trust=1.00 susp=0.00 cov=9.9%/61.5%
[R1] pos=(901,355) state=exploring leader=None trust=1.00 susp=0.00 cov=9.9%/65.6%
[R1] pos=(901,355) state=exploring leader=None trust=1.00 susp=0.00 cov=9.9%/68.2%
[R1] pos=(901,355) state=exploring leader=None trust=1.00 susp=0.00 cov=9.9%/71.9%
[R1] pos=(901,355) state=exploring leader=None trust=1.00 susp=0.00 cov=9.9%/75.0%
[R1] pos=(901,355) state=exploring leader=None trust=1.00 susp=0.00 cov=9.9%/78.6%
[R1] pos=(901,355) state=exploring leader=None trust=1.00 susp=0.00 cov=9.9%/82.8%
[R1] pos=(901,355) state=exploring leader=None trust=1.00 susp=0.00 cov=9.9%/89.1%
[R1] pos=(901,355) state=exploring leader=None trust=1.00 susp=0.00 cov=9.9%/99.5%
[R1] pos=(901,355) state=exploring leader=None trust=1.00 susp=0.00 cov=9.9%/100.0%
[R1] pos=(901,355) state=exploring leader=None trust=1.00 susp=0.00 cov=9.9%/100.0%
[R1] pos=(901,355) state=exploring leader=None trust=1.00 susp=0.00 cov=9.9%/100.0%
[R1] pos=(901,355) state=exploring leader=None trust=1.00 susp=0.00 cov=9.9%/100.0%
[R1] pos=(901,355) state=exploring leader=None trust=1.00 susp=0.00 cov=9.9%/100.0%
[R1] pos=(901,355) state=exploring leader=None trust=1.00 susp=0.00 cov=9.9%/100.0%
[R1] pos=(901,355) state=exploring leader=None trust=1.00 susp=0.00 cov=9.9%/100.0%
[R1] pos=(901,355) state=exploring leader=None trust=1.00 susp=0.00 cov=9.9%/100.0%
[R1] pos=(901,355) state=exploring leader=None trust=1.00 susp=0.00 cov=9.9%/100.0%
[R1] pos=(901,355) state=exploring leader=None trust=1.00 susp=0.00 cov=9.9%/100.0%
[R1] pos=(901,355) state=exploring leader=None trust=1.00 susp=0.00 cov=9.9%/100.0%
[R1] pos=(901,355) state=exploring leader=None trust=1.00 susp=0.00 cov=9.9%/100.0%
